date_base,date_pred,iiindex_base,iindex_real,index_pred_0,loss_profits_0,asset_rebalancing0,std
2019-08-29,2019-08-30,254.2,256.20001525878905,254.52563573122023,2.0000152587890625,0.32563573122024536,3.500178566873402
2019-08-30,2019-09-02,259.15,258.1000122070312,259.03061301410196,1.04998779296875,-0.11938698589801788,0.14142135623734164
2019-09-02,2019-09-03,259.35,258.1499877929688,258.8233527302742,1.20001220703125,-0.5266472697257996,0.9899494936611907
2019-09-03,2019-09-04,257.95,257.84999389648436,257.44732106924056,0.100006103515625,-0.5026789307594299,2.7930717856868545
2019-09-04,2019-09-05,261.9,262.29999389648435,262.29907297492025,0.399993896484375,0.3990729749202728,1.979898987322341
2019-09-05,2019-09-06,264.7,265.7999755859375,263.60494513511657,-1.0999755859375,-1.0950548648834229,0.7424621202458829
2019-09-06,2019-09-09,265.75,266.29998779296875,265.72015121765435,-0.54998779296875,-0.02984878234565258,1.3435028842544243
2019-09-09,2019-09-10,267.65,267.8500122070312,267.3888725876808,-0.20001220703125,-0.26112741231918335,0.8131727983645538
2019-09-10,2019-09-11,268.8,270.2000244140625,268.2935312271118,-1.4000244140625,-0.5064687728881836,1.6970562748476978
2019-09-11,2019-09-12,271.2,270.2,270.38106496334075,1.0,-0.8189350366592407,0.0
2019-09-12,2019-09-13,271.2,270.2,271.0612052351236,1.0,-0.13879476487636566,0.0
2019-09-13,2019-09-16,271.2,271.99998779296874,271.0943344578147,-0.79998779296875,-0.10566554218530655,0.6010407640085815
2019-09-16,2019-09-17,272.05,,271.48557089567186,,-0.5644291043281555,
accuracy, down accuracy, acc with interval
0.5384615384615384,1.0,0.3076923076923077
 ensemble, gradual, RRL, kelly, time steps, interval, layers, hidden_size, batch_size, iteration
False,False-260,1,0,20,1,2,500,20,500-300
 avg_profit, avg_loss,  avg_index, max_profit, max_loss, kelly
0.9642878941127232,-0.80999755859375,265.00769230769225,2.0000152587890625,-1.4000244140625,49.32798551856514
