date_base,date_pred,iiindex_today,iindex_real,index_pred_0,loss_profits_0,std,,
2017-06-30,2017-09-29,312.65,315.4,351.1024956,2.75,4.827152225,,# version_name
2017-07-03,2017-10-02,313.05,315.3999999,349.5895012,2.349999905,4.839204998,,"ver = ""totnorm_65days"""
2017-07-04,2017-10-03,310.75,315.4000001,347.5996208,4.650000095,4.850683753,,
2017-07-05,2017-10-04,312.2,315.4,348.6500313,3.200000048,4.855625207,,#data file directorty
2017-07-06,2017-10-05,312.2,315.4,347.3728745,3.200000048,4.865761224,,"read_dir = """""
2017-07-07,2017-10-06,311.35,315.4000002,347.4620071,4.050000191,4.875386602,,
2017-07-10,2017-10-09,311.9,315.4,349.1484207,3.5,4.881419508,,#data file name
2017-07-11,2017-10-10,313.8,321.2499998,350.1053665,7.449999809,4.985534845,,"file_name = ""../fnguide data/kospi200f_totnorm_0304.csv"""
2017-07-12,2017-10-11,313.7,324.3499996,349.7964165,10.64999962,5.174679252,,"market = ""kospi200f"""
2017-07-13,2017-10-12,317.65,326.7500004,351.8332466,9.100000381,5.435478129,,
2017-07-14,2017-10-13,317.8,326.4000004,351.6135681,8.600000381,5.642687369,,#temporary file name
2017-07-17,2017-10-16,318.6,326.6,356.3756691,8,5.844648898,,"tmp_file_name = ""tmp.csv"""
2017-07-18,2017-10-17,319.15,326.9,356.0842117,7.75,6.037837377,,
2017-07-19,2017-10-18,319.8,326.9500001,357.1272514,7.150000095,6.21735315,,#model directory
2017-07-20,2017-10-19,320.7,325.2,354.8501274,4.5,6.330130892,,"model_dir = ""model_dir/"" + ver"
2017-07-21,2017-10-20,322.2,327.3500001,358.0239365,5.150000095,6.488956595,,
2017-07-24,2017-10-23,322.35,328.1500002,360.2203156,5.800000191,6.642387023,,#result file directory
2017-07-25,2017-10-24,320.75,327.6500001,358.7983055,6.900000095,6.77299915,,"result_dir = ""results_"" + ver"
2017-07-26,2017-10-25,320.05,327.8500002,353.5132339,7.800000191,6.931621404,,
2017-07-27,2017-10-26,320.95,324.8500001,359.1190483,3.900000095,7.016443557,,#log file name
2017-07-28,2017-10-27,313.65,327.9500002,348.0976051,14.30000019,7.167102388,,"log_dir = ""log/"" + ver + "".log"""
2017-07-31,2017-10-30,314.65,328.5499996,341.8923439,13.89999962,7.369120824,,
2017-08-01,2017-10-31,317.65,332.15,345.3077759,14.5,7.671977891,,# the number of threads
2017-08-02,2017-11-01,318.25,337.6499996,348.3970566,19.39999962,8.155112801,,num_threads = 4
2017-08-03,2017-11-02,312.75,336.1499996,342.6695786,23.39999962,8.540702902,,
2017-08-04,2017-11-03,313.95,337.45,344.2450974,23.5,8.943472311,,class Config(object):
2017-08-07,2017-11-06,314,335.25,343.7523899,21.25,9.246747932,,
2017-08-08,2017-11-07,313.95,334.8499996,345.6024143,20.89999962,9.5176323,,    ensemble = False
2017-08-09,2017-11-08,309.75,336.3500004,341.4951515,26.60000038,9.814277247,,    gradual = True
2017-08-10,2017-11-09,308.35,334.7499996,343.1402946,26.39999962,10.01066404,,
2017-08-11,2017-11-10,302.6,333.9999996,336.005407,31.39999962,10.15168547,,    init_scale = 0.05
2017-08-14,2017-11-13,305.7,332.6500008,337.6610615,26.95000076,10.13485277,,    learning_rate = 0.001
2017-08-15,2017-11-14,305.7,332.4000008,338.0441353,26.70000076,10.1601833,,
2017-08-16,2017-11-15,307.35,330.2499996,339.2473007,22.89999962,10.12900242,,    predict_term = 65
2017-08-17,2017-11-16,309,332.3999996,338.6504517,23.39999962,10.15509773,,
2017-08-18,2017-11-17,308.85,332.0500008,339.0354496,23.20000076,10.1889955,,    step_interval = 20
2017-08-21,2017-11-20,308.15,330.5499996,338.196669,22.39999962,10.18271354,,    num_steps = 20
2017-08-22,2017-11-21,309.8,331.9499996,338.5447891,22.14999962,10.17601,,
2017-08-23,2017-11-22,309.7,333.6500008,334.5716145,23.95000076,10.21658956,,    num_layers = 2
2017-08-24,2017-11-23,311.2,332.5500004,338.0227806,21.35000038,10.22257021,,    hidden_size = 500
2017-08-25,2017-11-24,311.35,333.35,327.6021839,22,10.25528464,,    batch_size = 20
2017-08-28,2017-11-27,309.3,327.0000008,335.9015396,17.70000076,10.19870233,,
2017-08-29,2017-11-28,308.25,328.7999992,336.5046539,20.54999924,10.11616088,,    input_size = 943
2017-08-30,2017-11-29,310.1,328.8000008,336.3422962,18.70000076,10.00228939,,    output_size = 1
2017-08-31,2017-11-30,307.75,323.3500004,332.5651493,15.60000038,9.885870754,,
2017-09-01,2017-12-01,307.4,322.9500002,329.2702297,15.55000019,9.712386895,,"    rnn_mode = ""basic"""
2017-09-04,2017-12-04,304.6,326.1,328.4173714,21.5,9.529184469,,    norm_days = 0
2017-09-05,2017-12-05,303.8,327.6999996,328.4781979,23.89999962,9.262790061,,    conversion = 'diff'
2017-09-06,2017-12-06,303.4,322.7500004,327.1898998,19.35000038,8.93478995,,
2017-09-07,2017-12-07,307.3,321.8,331.7365826,14.5,8.572779637,,    iter_steps_max = 1000
2017-09-08,2017-12-08,307.35,322.4999996,330.8121754,15.14999962,8.319466353,,    iter_steps = 100
2017-09-11,2017-12-11,310.35,322.6,329.3727051,12.25,8.052786079,,    gradual_steps = 300
2017-09-12,2017-12-12,310.3,321.55,331.8742035,11.25,7.868143998,,
2017-09-13,2017-12-13,309.65,323.9500002,331.7706684,14.30000019,7.664163002,,    alpha = 0
2017-09-14,2017-12-14,311.35,325.4000002,331.2314564,14.05000019,7.42762264,,    beta = 0
2017-09-15,2017-12-15,312.3,323.8500002,331.0166748,11.55000019,7.230693126,,
2017-09-18,2017-12-18,317.8,325.2499998,336.1959637,7.449999809,7.04866769,,    model_reset = True
2017-09-19,2017-12-19,317.15,324.9500002,334.3621353,7.800000191,6.984778656,,    shuffle = True
2017-09-20,2017-12-20,316.9,324.65,336.0042156,7.75,6.907346348,,
2017-09-21,2017-12-21,317.15,317.95,334.2170223,0.800000012,6.888140081,,"    train_start1 = ""2000-01-03"""
2017-09-22,2017-12-22,314.85,319.6,333.4624268,4.75,6.848200553,,"    train_end1 = ""2015-12-31"""
2017-09-25,2017-12-25,314.9,319.5999998,339.1896843,4.699999809,6.757081108,,
2017-09-26,2017-12-26,312.9,318.5500001,336.161097,5.650000095,6.681484,,"    train_start2 = ""2000-01-03"""
2017-09-27,2017-12-27,312.5,322.3000002,338.2219372,9.800000191,6.500029048,,"    train_end2 = ""2017-12-31"""
2017-09-28,2017-12-28,312.7,326.7500002,335.8121197,14.05000019,6.279630601,,
2017-09-29,2017-12-29,315.4,326.7500004,336.9688953,11.35000038,6.05039019,,"    test_start = ""2018-01-01"""
2017-10-02,2018-01-01,315.4,326.7500004,336.3400215,11.35000038,5.893057084,,"    test_end = ""2019-01-01"""
2017-10-03,2018-01-02,315.4,327.5999998,335.5453533,12.19999981,5.727203773,,
2017-10-04,2018-01-03,315.4,328.7999996,336.2730125,13.39999962,5.554409041,,"    grad_train_terms = [""2019-01-01"", ""2018-01-01"", ""2018-02-01"","
2017-10-05,2018-01-04,315.4,326.0999998,336.1360115,10.69999981,5.365657056,,"                        ""2018-03-01"", ""2018-04-01"", ""2018-05-01"", ""2018-06-01"","
