date_base,date_pred,iiindex_today,iindex_real,index_pred_0,loss_profits_0,std,
2018-01-25,2018-04-26,335.4,318.5499996,339.5798906,-16.85000038,7.368939452,
2018-01-26,2018-04-27,337.05,321.2499998,342.1501468,-15.80000019,7.047310651,
2018-01-29,2018-04-30,339.6,322.7499996,348.9672104,-16.85000038,6.647625196,
2018-01-30,2018-05-01,335,322.75,348.6858091,-12.25,6.079292156,
2018-01-31,2018-05-02,335.55,320.8500002,342.171079,-14.69999981,5.674190124,
2018-02-01,2018-05-03,334.75,319.1000004,340.5399065,-15.64999962,5.181457268,
2018-02-02,2018-05-04,328.5,317.5500002,339.4552841,-10.94999981,4.662791577,
2018-02-05,2018-05-07,324.1,317.5499998,331.1148435,-6.550000191,4.412722125,
2018-02-06,2018-05-08,318.75,315.1500001,335.9683723,-3.599999905,4.302548237,
2018-02-07,2018-05-09,310.6,315.1500002,325.304524,4.550000191,4.290859328,
2018-02-08,2018-05-10,313.6,316.9499999,334.6465984,3.349999905,4.238423697,
2018-02-09,2018-05-11,304.95,318.7500002,315.8521645,13.80000019,4.238869767,
2018-02-12,2018-05-14,309.2,317.95,320.4298546,8.75,4.004068225,
2018-02-13,2018-05-15,312.5,314.8499999,315.4393954,2.349999905,3.907273118,
2018-02-14,2018-05-16,315.4,316,323.1899275,0.600000024,3.876152359,
2018-02-15,2018-05-17,315.4,314.5,325.7128309,-0.899999976,3.881752782,
2018-02-16,2018-05-18,315.4,315.85,326.0271811,0.449999988,3.880164203,
2018-02-19,2018-05-21,317.35,316.2,328.3390051,-1.149999976,3.877863856,
2018-02-20,2018-05-22,313.1,316.1999999,318.6438933,3.099999905,3.876710992,
2018-02-21,2018-05-23,315.15,318.2499999,331.4687008,3.099999905,3.858732188,
2018-02-22,2018-05-24,312.95,317.6499998,329.9574291,4.699999809,3.856632422,
2018-02-23,2018-05-25,318.05,318.4,334.1758068,0.349999994,3.834921127,
2018-02-26,2018-05-28,318.2,319.2,329.5524332,1,3.84369591,
2018-02-27,2018-05-29,316.85,316,323.8407308,-0.850000024,3.840285552,
2018-02-28,2018-05-30,313.55,308.6499999,322.2391365,-4.900000095,3.965826413,
2018-03-01,2018-05-31,313.55,310.25,320.8531383,-3.299999952,4.024875811,
2018-03-02,2018-06-01,309.25,312.5,310.7550602,3.25,4.038854704,
2018-03-05,2018-06-04,304.95,314.2500002,308.4298729,9.300000191,3.946494417,
2018-03-06,2018-06-05,311.4,314.85,313.8561915,3.450000048,3.676491182,
2018-03-07,2018-06-06,311.55,314.85,320.9423712,3.299999952,3.623663245,
2018-03-08,2018-06-07,314.7,317.95,320.0271413,3.25,3.56662699,
2018-03-09,2018-06-08,318.2,314.4,312.4491226,3.799999952,3.56963928,
2018-03-12,2018-06-11,321.2,317.25,311.771435,3.950000048,3.566134091,
2018-03-13,2018-06-12,322.6,316.7500001,318.7908062,5.849999905,3.524683606,
2018-03-14,2018-06-13,322.65,316.7499999,322.2559447,5.900000095,3.4491974,
2018-03-15,2018-06-14,323.95,311.5000002,323.635153,12.44999981,3.426573873,
2018-03-16,2018-06-15,323.1,310.2999998,322.9236673,12.80000019,3.383942612,
2018-03-19,2018-06-18,320.95,306.95,330.9057209,-14,3.469712526,
2018-03-20,2018-06-19,322.4,302.4499992,324.4954225,-19.95000076,3.802045288,
2018-03-21,2018-06-20,322.7,305.3000004,326.9705455,-17.39999962,3.926344068,
2018-03-22,2018-06-21,323.2,301.8499996,319.1735765,21.35000038,4.172942872,
2018-03-23,2018-06-22,312.6,304.7500001,311.9250818,7.849999905,4.248144323,
2018-03-26,2018-06-25,315.6,304.35,314.1074481,11.25,4.435618441,
2018-03-27,2018-06-26,316.25,303.5,315.4861007,12.75,4.648095081,
2018-03-28,2018-06-27,311.75,302.6499996,313.4075789,-9.100000381,4.871807005,
2018-03-29,2018-06-28,315.55,300.1999996,319.7318075,-15.35000038,5.168214953,
2018-03-30,2018-06-29,315.65,301.0999998,312.2152626,14.55000019,5.413055745,
2018-03-30,2018-06-29,315.65,301.0999998,314.3388751,14.55000019,5.413055745,
2018-04-02,2018-07-02,314.55,294.0000008,317.1635077,-20.54999924,5.944084099,
2018-04-03,2018-07-03,313.9,294.8500008,316.1836759,-19.04999924,6.380108265,
2018-04-04,2018-07-04,308.65,293.65,309.3031401,-15,6.827680703,
2018-04-05,2018-07-05,314.05,293.0999992,314.0379819,20.95000076,7.239779107,
2018-04-06,2018-07-06,312.3,294.6999996,303.8357275,17.60000038,7.575420165,
2018-04-09,2018-07-09,314.05,297.3499992,317.3520997,-16.70000076,7.803994592,
2018-04-10,2018-07-10,314.55,298.05,314.4630262,16.5,7.996628114,
2018-04-11,2018-07-11,313.55,296.4000004,311.2314089,17.14999962,8.220427396,
2018-04-12,2018-07-12,312.85,297.1,305.7392922,15.75,8.414754947,
2018-04-13,2018-07-13,315.55,300.1999996,312.4177845,15.35000038,8.528841238,
2018-04-16,2018-07-16,315.4,299.2999996,316.1641465,-16.10000038,8.640879996,
2018-04-17,2018-07-17,315.5,298.4500008,312.4857066,17.04999924,8.76361465,
2018-04-18,2018-07-18,318.7,298.1500008,321.262068,-20.54999924,8.882688337,
2018-04-19,2018-07-19,320.1,297.1499992,313.7322393,22.95000076,8.977038568,
2018-04-20,2018-07-20,318,298.6000004,320.8597779,-19.39999962,9.006105544,
2018-04-23,2018-07-23,318.2,296.4999992,319.6300402,-21.70000076,9.099801222,
2018-04-24,2018-07-24,316.45,297.3499996,318.3710838,-19.10000038,9.160180403,
2018-04-25,2018-07-25,314.05,296.5999992,312.1967618,17.45000076,9.24844257,
2018-04-26,2018-07-26,318.55,298.5999992,325.7665771,-19.95000076,9.314841311,
2018-04-27,2018-07-27,321.25,299.6499996,328.1358676,-21.60000038,9.301020478,
2018-04-30,2018-07-30,322.75,298.8999996,320.3155353,23.85000038,9.236846125,
2018-05-01,2018-07-31,322.75,299.0499992,320.0795064,23.70000076,9.121501788,
2018-05-02,2018-08-01,320.85,300.4500004,311.5503565,20.39999962,8.9716179,
2018-05-03,2018-08-02,319.1,294.6,319.27363,-24.5,8.951560952,
2018-05-04,2018-08-03,317.55,296.9000004,310.005596,20.64999962,8.909986311,
2018-05-07,2018-08-06,317.55,296.9000004,314.1243697,20.64999962,8.887253778,
2018-05-08,2018-08-07,315.15,299.0000004,305.7381863,16.14999962,8.823323517,
2018-05-09,2018-08-08,315.15,298.7999996,307.7639736,16.35000038,8.796253043,
2018-05-10,2018-08-09,316.95,298.6500008,312.6321218,18.29999924,8.763814935,
2018-05-11,2018-08-10,318.75,295.1499996,311.0285883,23.60000038,8.742276511,
2018-05-14,2018-08-13,317.95,291.6500008,311.3287141,26.29999924,8.738337549,
2018-05-15,2018-08-14,314.85,292.8000008,306.1771751,22.04999924,8.709357325,
2018-05-16,2018-08-15,316,292.7999992,309.686769,23.20000076,8.730326801,
2018-05-17,2018-08-16,314.5,289.4500008,309.0172133,25.04999924,8.789583559,
2018-05-18,2018-08-17,315.85,289.7000004,311.2245041,26.14999962,8.854749986,
2018-05-21,2018-08-20,316.2,290.1500008,313.9834785,26.04999924,8.864757263,
2018-05-22,2018-08-21,316.2,293.5999996,315.2386199,22.60000038,8.784314301,
2018-05-23,2018-08-22,318.25,294.4500008,313.5650201,23.79999924,8.676897897,
2018-05-24,2018-08-23,317.65,295.2500004,314.1562239,22.39999962,8.488625462,
2018-05-25,2018-08-24,318.4,296.6000008,311.5921711,21.79999924,8.284922448,
2018-05-28,2018-08-27,319.2,298.2,315.3101773,21,8.027238049,
2018-05-29,2018-08-28,316,298.5499992,310.1845083,17.45000076,7.718649048,
2018-05-30,2018-08-29,308.65,299.0999998,308.948153,-9.550000191,7.492796385,
2018-05-31,2018-08-30,310.25,299.3999996,306.0653934,10.85000038,7.430240963,
2018-06-01,2018-08-31,312.5,300.6499996,311.3440626,11.85000038,7.333248715,
2018-06-01,2018-08-31,312.5,300.6499996,316.3014708,-11.85000038,7.333248715,
2018-06-04,2018-09-03,314.25,298.5500002,318.9276643,-15.69999981,7.182407119,
2018-06-05,2018-09-04,314.85,300.0499998,314.926424,-14.80000019,6.968141121,
2018-06-06,2018-09-05,314.85,295.8000008,317.3268538,-19.04999924,6.73865865,
2018-06-07,2018-09-06,317.95,295.5999996,319.3465929,-22.35000038,6.48986892,
2018-06-08,2018-09-07,314.4,294.1999992,323.2066978,-20.20000076,6.099075028,
2018-06-11,2018-09-10,317.25,294.6499996,325.5681953,-22.60000038,5.818012782,
2018-06-12,2018-09-11,316.75,293.5499992,320.8056264,-23.20000076,5.380690028,
2018-06-13,2018-09-12,316.75,293.75,320.2631335,-23,4.904570201,
2018-06-14,2018-09-13,311.5,293.25,312.9505841,-18.25,4.356304009,
2018-06-15,2018-09-14,310.3,298.05,311.8771147,-12.25,4.006075296,
2018-06-18,2018-09-17,306.95,295.2500002,311.0840818,-11.69999981,3.687501096,
2018-06-19,2018-09-18,302.45,296.8500001,313.1378042,-5.599999905,3.487912862,
2018-06-20,2018-09-19,305.3,297.05,311.5003717,-8.25,3.426012858,
2018-06-21,2018-09-20,301.85,299.65,312.5440718,-2.200000048,3.286562757,
2018-06-22,2018-09-21,304.75,301,315.6286898,-3.75,3.269073848,
2018-06-25,2018-09-24,304.35,301.0000001,315.0522762,-3.349999905,3.163811343,
2018-06-26,2018-09-25,303.5,301,317.3826818,-2.5,3.069179066,
2018-06-27,2018-09-26,302.65,301,311.0536427,-1.649999976,3.001493412,
2018-06-28,2018-09-27,300.2,303.15,315.4443724,2.950000048,3.01684857,
2018-06-29,2018-09-28,301.1,301.6,318.7477604,0.5,3.045218653,
2018-07-02,2018-10-01,294,301.0500002,306.9284182,7.050000191,3.044168352,
2018-07-03,2018-10-02,294.85,297.6,305.4824759,2.75,3.023270374,
2018-07-04,2018-10-03,293.65,297.6,307.1808113,3.950000048,3.012506565,
2018-07-05,2018-10-04,293.1,292.55,307.2563034,-0.550000012,3.034365715,
2018-07-06,2018-10-05,294.7,291.9,307.8474113,-2.799999952,3.061548887,
2018-07-09,2018-10-08,297.35,290.7999998,311.4564949,-6.550000191,3.142767996,
2018-07-10,2018-10-09,298.05,290.8,306.7512978,-7.25,3.231146228,
2018-07-11,2018-10-10,296.4,288.8000001,308.1442684,-7.599999905,3.374427345,
2018-07-12,2018-10-11,297.1,275.5500008,305.5631186,-21.54999924,4.260667744,
2018-07-13,2018-10-12,300.2,280.2,315.4547827,-20,4.700872123,
2018-07-16,2018-10-15,299.3,277.9000004,310.5422075,-21.39999962,5.179322626,
2018-07-17,2018-10-16,298.45,277.6500008,309.8542683,-20.79999924,5.619254279,
2018-07-18,2018-10-17,298.15,281.1999992,304.4632234,-16.95000076,5.872666575,
2018-07-19,2018-10-18,297.15,278.2500004,299.5545079,-18.89999962,6.218557694,
2018-07-20,2018-10-19,298.6,279.2000004,310.6971975,-19.39999962,6.503716348,
2018-07-23,2018-10-22,296.5,279.8999996,306.7126379,-16.60000038,6.730488852,
2018-07-24,2018-10-23,297.35,273.1499992,309.2851358,-24.20000076,7.210910416,
2018-07-25,2018-10-24,296.6,272.0500008,305.4425789,-24.54999924,7.685357259,
2018-07-26,2018-10-25,298.6,267.7000004,311.2656456,-30.89999962,8.309047397,
2018-07-27,2018-10-26,299.65,263.4499992,309.4192032,-36.20000076,9.047933607,
2018-07-30,2018-10-29,298.9,260.5500015,310.0910849,-38.34999847,9.826863661,
2018-07-31,2018-10-30,299.05,262.7500008,307.6542566,-36.29999924,10.42687069,
2018-08-01,2018-10-31,300.45,264.1000015,311.9894325,-36.34999847,10.91250827,
2018-08-02,2018-11-01,294.6,261.35,297.9288515,-33.25,11.4373838,
2018-08-03,2018-11-02,296.9,270.6000008,298.7760637,-26.29999924,11.67929433,
2018-08-06,2018-11-05,296.9,267.7999996,299.6813885,-29.10000038,11.96035438,
2018-08-07,2018-11-06,299,269.7999992,298.8423103,29.20000076,12.16752777,
2018-08-08,2018-11-07,298.8,268.5000008,298.3062369,30.29999924,12.3648546,
2018-08-09,2018-11-08,298.65,270.7999996,301.5361527,-27.85000038,12.4918893,
2018-08-10,2018-11-09,295.15,269.2500004,295.1678553,-25.89999962,12.63876589,
2018-08-13,2018-11-12,291.65,269.8500008,292.6566952,-21.79999924,12.79534844,
2018-08-14,2018-11-13,292.8,267.1500004,293.5346759,-25.64999962,13.02421082,
2018-08-15,2018-11-14,292.8,267.05,291.468836,25.75,13.23340851,
2018-08-16,2018-11-15,289.45,269.8499996,289.8308306,-19.60000038,13.3704783,
2018-08-17,2018-11-16,289.7,269.45,283.8394982,20.25,13.52409548,
2018-08-20,2018-11-19,290.15,270.3500008,290.9339019,-19.79999924,13.65205187,
2018-08-21,2018-11-20,293.6,267.35,294.934098,-26.25,13.82556779,
2018-08-22,2018-11-21,294.45,266.3000004,294.614439,-28.14999962,13.9831443,
2018-08-23,2018-11-22,295.25,266.1499996,297.9626212,-29.10000038,14.12088133,
2018-08-24,2018-11-23,296.6,264.1499992,297.9771764,-32.45000076,14.27574118,
2018-08-27,2018-11-26,298.2,268.2499992,296.4025617,29.95000076,14.31906174,
2018-08-28,2018-11-27,298.55,270.1999996,292.7693122,28.35000038,14.29552247,
2018-08-29,2018-11-28,299.1,271.7499996,287.1809536,27.35000038,14.23346544,
2018-08-30,2018-11-29,299.4,272.0499996,300.7805702,-27.35000038,14.14607099,
2018-08-31,2018-11-30,300.65,269.3500008,294.8828048,31.29999924,14.07357854,
2018-08-31,2018-11-30,300.65,269.3500008,291.7807278,31.29999924,14.07357854,
2018-09-03,2018-12-03,298.55,274.1500004,293.6502169,24.39999962,13.90847648,
2018-09-04,2018-12-04,300.05,271.5000008,291.6698931,28.54999924,13.79742791,
2018-09-05,2018-12-05,295.8,269.6500004,288.5169685,26.14999962,13.66264506,
2018-09-06,2018-12-06,295.6,265.1499992,285.660235,30.45000076,13.66111542,
2018-09-07,2018-12-07,294.2,266.2499992,286.520704,27.95000076,13.62971672,
2018-09-10,2018-12-10,294.65,263.15,287.8500465,31.5,13.65924971,
2018-09-11,2018-12-11,293.55,262.9000004,299.5237029,-30.64999962,13.66882312,
2018-09-12,2018-12-12,293.75,266.5499992,291.9514589,27.20000076,13.62461823,
2018-09-13,2018-12-13,293.25,267.7999992,292.5513002,25.45000076,13.54885462,
2018-09-14,2018-12-14,298.05,262.7000015,291.5757154,35.34999847,13.54169149,
2018-09-17,2018-12-17,295.25,263.6499996,289.9308443,31.60000038,13.40130636,
2018-09-18,2018-12-18,296.85,262.5500008,288.8003078,34.29999924,13.32103882,
2018-09-19,2018-12-19,297.05,264.4500015,285.0266493,32.59999847,13.15631167,
2018-09-20,2018-12-20,299.65,261.4499992,285.9946407,38.20000076,13.0102067,
2018-09-21,2018-12-21,301,261.6500015,293.1611495,39.34999847,12.763065,
2018-09-24,2018-12-24,301,261.5499992,289.2956276,39.45000076,12.44235735,
2018-09-25,2018-12-25,301,261.5499992,288.9671764,39.45000076,12.08317573,
2018-09-26,2018-12-26,301,257.2999992,290.8981123,43.70000076,11.75820135,
2018-09-27,2018-12-27,303.15,261.4499992,294.7553991,41.70000076,11.3115266,
2018-09-28,2018-12-28,301.6,262.0000015,289.9840485,39.59999847,10.71194215,
2018-10-01,2018-12-31,301.05,262.0000008,290.9015158,39.04999924,10.11123579,
accuracy, down accuracy, acc with interval,,,-330.9999968,,
0.426415094,0.336363636,0.173584906,,,,,
 ensemble, gradual, time steps, interval, layers, hidden_size, batch_size, iteration
FALSE,TRUE,20,20,2,500,20,100
 avg_profit, avg_loss, max_profit, max_loss,,,,
17.09292033,-14.88486838,43.70000076,-38.34999847,,,,
