date_base,date_pred,iiindex_today,iindex_real,index_pred_0,loss_profits_0,std,,
2017-11-30,2018-03-01,323.35,313.5499998,304.4383045,9.800000191,7.516062714,,# version_name
2017-12-01,2018-03-02,322.95,309.2500002,307.0143234,13.69999981,7.724855631,,"ver = ""totnorm_65days"""
2017-12-04,2018-03-05,326.1,304.9500004,301.8362309,21.14999962,8.056216562,,
2017-12-05,2018-03-06,327.7,311.4000008,301.3927414,16.29999924,8.178633008,,#data file directorty
2017-12-06,2018-03-07,322.75,311.5500002,306.7789936,11.19999981,8.277834446,,"read_dir = """""
2017-12-07,2018-03-08,321.8,314.7000001,304.8986385,7.099999905,8.337492517,,
2017-12-08,2018-03-09,322.5,318.1999998,310.2776661,4.300000191,8.355002166,,#data file name
2017-12-11,2018-03-12,322.6,321.2,299.6996532,1.399999976,8.356800931,,"file_name = ""../fnguide data/kospi200f_totnorm_0304.csv"""
2017-12-12,2018-03-13,321.55,322.6,308.037421,-1.049999952,8.356800931,,"market = ""kospi200f"""
2017-12-13,2018-03-14,323.95,322.65,303.7446072,1.299999952,8.355788336,,
2017-12-14,2018-03-15,325.4,323.95,314.8832897,1.450000048,8.355788336,,#temporary file name
2017-12-15,2018-03-16,323.85,323.1,302.2667194,0.75,8.348759556,,"tmp_file_name = ""tmp.csv"""
2017-12-18,2018-03-19,325.25,320.9499998,305.6310329,4.300000191,8.349569207,,
2017-12-19,2018-03-20,324.95,322.4,304.0181705,2.549999952,8.34265013,,#model directory
2017-12-20,2018-03-21,324.65,322.7,301.6087116,1.950000048,8.337023227,,"model_dir = ""model_dir/"" + ver"
2017-12-21,2018-03-22,317.95,323.2,298.7167427,-5.25,8.333052256,,
2017-12-22,2018-03-23,319.6,312.6,301.6362568,7,8.403032843,,#result file directory
2017-12-25,2018-03-26,319.6,315.6,303.7529264,4,8.437520578,,"result_dir = ""results_"" + ver"
2017-12-26,2018-03-27,318.55,316.25,298.2153347,2.299999952,8.463978245,,
2017-12-27,2018-03-28,322.3,311.7499998,306.7035454,10.55000019,8.550505922,,#log file name
2017-12-28,2018-03-29,326.75,315.5500002,309.2346497,11.19999981,8.588782901,,"log_dir = ""log/"" + ver + "".log"""
2017-12-29,2018-03-30,326.75,315.6499996,305.1928959,11.10000038,8.60365202,,
2018-01-01,2018-04-02,326.75,314.5500002,311.5983639,12.19999981,8.628093547,,# the number of threads
2018-01-02,2018-04-03,327.6,313.9000002,313.897101,13.69999981,8.656851309,,num_threads = 4
2018-01-03,2018-04-04,328.8,308.6500004,319.6203259,20.14999962,8.76449758,,
2018-01-04,2018-04-05,326.1,314.0499998,317.3146158,12.05000019,8.755715682,,class Config(object):
2018-01-05,2018-04-06,330.05,312.3,313.7976082,17.75,8.796109147,,
2018-01-08,2018-04-09,332.35,314.0500008,319.5365711,18.29999924,8.75667298,,    ensemble = False
2018-01-09,2018-04-10,331.55,314.55,319.7601517,17,8.660382292,,    gradual = True
2018-01-10,2018-04-11,328.95,313.5500004,311.0265514,15.39999962,8.58222169,,
2018-01-11,2018-04-12,327.6,312.85,311.3240562,14.75,8.552105208,,    init_scale = 0.05
2018-01-12,2018-04-13,327.95,315.5500004,314.2515957,12.39999962,8.51016727,,    learning_rate = 0.001
2018-01-15,2018-04-16,328.4,315.4,315.6503109,13,8.459735154,,
2018-01-16,2018-04-17,331.6,315.4999996,317.3761526,16.10000038,8.396531502,,    predict_term = 65
2018-01-17,2018-04-18,330.3,318.6999996,308.7745121,11.60000038,8.251583446,,
2018-01-18,2018-04-19,330.5,320.1000004,320.0377617,10.39999962,8.130803898,,    step_interval = 20
2018-01-19,2018-04-20,330.7,318.0000002,313.001033,12.69999981,7.99902427,,    num_steps = 20
