asset_rebalancing0,date_base,date_pred,iiindex_today,iindex_real,index_pred_0,loss_profits_0,std,
0.573707283,2013-12-31,2014-01-01,264.1,263.45,262.9506409,0.65,0,
-0.029717563,2014-01-01,2014-01-02,264.4,256.2,262.9757868,8.2,5.126524164,
-0.023270663,2014-01-02,2014-01-03,256.15,253.0499908,256.469758,-3.100009155,2.227386361,
0.055381622,2014-01-03,2014-01-06,253.25,253.6499908,254.2546337,0.399990845,0.424264069,
0.409492075,2014-01-06,2014-01-07,252.7,254.8500122,253.6174622,2.150012207,0.848528137,
0.084262617,2014-01-07,2014-01-08,255.65,254.6,255.613402,1.05,0.176776695,
0.239931345,2014-01-08,2014-01-09,254.7,253.2999969,252.8296429,1.400003052,0.919238816,
-0.020744951,2014-01-09,2014-01-10,252.4,251.1999939,251.7328829,1.200006104,1.48492424,
-0.010472212,2014-01-10,2014-01-13,252.1,253.2500031,250.6048877,-1.150003052,1.449568901,
-0.015269135,2014-01-13,2014-01-14,252.3,252.75,252.5481606,0.45,0.353553391,
-0.011038807,2014-01-14,2014-01-15,253.85,253.6499939,253.781063,0.200006104,0.636396103,
0.207994118,2014-01-15,2014-01-16,253.85,254.15,256.1251551,0.3,0.353553391,
0.758164048,2014-01-16,2014-01-17,254.15,251.8000092,253.5253256,2.349990845,1.661700936,
-0.015972644,2014-01-17,2014-01-20,251.7,253.8999908,250.5861753,-2.199990845,1.48492424,
-0.024118735,2014-01-20,2014-01-21,253.65,255.7000031,254.1150619,2.050003052,1.272792206,
0.022023359,2014-01-21,2014-01-22,254.85,255.45,257.2526183,0.6,0.176776695,
0.470870435,2014-01-22,2014-01-23,255.7,252.3999969,254.7709251,3.300003052,2.156675683,
-0.007472468,2014-01-23,2014-01-24,251.35,251.2000031,251.0762718,0.149996948,0.848528137,
-0.016722839,2014-01-24,2014-01-27,247.3,248.0000031,249.7578307,0.700003052,2.2627417,
-0.010954275,2014-01-27,2014-01-28,247.3,249.0500031,246.8513588,-1.750003052,0.74246212,
-0.010732842,2014-01-28,2014-01-29,250,252.3,248.0379944,-2.3,2.298097039,
-0.010851641,2014-01-29,2014-01-30,250,252.3,250.6464168,2.3,0,
-0.005519043,2014-01-30,2014-01-31,250,252.3,251.2766748,2.3,0,
-0.012348768,2014-01-31,2014-02-03,250.3,248.6000031,251.5790632,-1.699996948,2.61629509,
-0.013106428,2014-02-03,2014-02-04,245.3,243.85,247.6331517,-1.45,3.358757211,
-0.013340121,2014-02-04,2014-02-05,244.9,244.35,242.7553757,0.55,0.353553391,
-0.014041974,2014-02-05,2014-02-06,245.35,246.1999908,243.7266162,-0.849990845,1.308147545,
-0.015452614,2014-02-06,2014-02-07,248.1,248.3000061,244.664483,-0.200006104,1.48492424,
-0.01113312,2014-02-07,2014-02-10,249.05,248.6000031,247.8265678,0.449996948,0.212132034,
-0.016908543,2014-02-10,2014-02-11,247.9,249.6,247.9070031,1.7,0.707106781,
-0.014095601,2014-02-11,2014-02-12,250.8,250.4999939,248.4443891,0.300006104,0.636396103,
-0.015426313,2014-02-12,2014-02-13,250.55,248.1499939,250.688642,-2.400006104,1.661700936,
0.016895853,2014-02-13,2014-02-14,249.15,251.6000122,246.5422161,-2.450012207,2.439518395,
-0.013364032,2014-02-14,2014-02-17,253.15,251.6999908,251.6733404,1.450009155,0.070710678,
-0.00091809,2014-02-17,2014-02-18,251.6,251.8000061,250.4523676,-0.200006104,0.070710678,
-0.015993917,2014-02-18,2014-02-19,251,249.9999969,251.1681498,-1.000003052,1.272792206,
-0.018115869,2014-02-19,2014-02-20,249.05,249.1000061,248.6648457,-0.050006104,0.636396103,
-0.013026698,2014-02-20,2014-02-21,251.1,252.6999908,250.5740882,-1.599990845,2.545584412,
0.252631605,2014-02-21,2014-02-24,252.7,252.2500031,251.2765514,0.449996948,0.318198052,
-0.008467747,2014-02-24,2014-02-25,253.4,254.1000061,250.7508569,-0.700006104,1.308147545,
-0.0081381,2014-02-25,2014-02-26,253.7,255.0499969,253.2868585,-1.349996948,0.671751442,
-0.013900463,2014-02-26,2014-02-27,254.7,255.4999969,255.6046835,0.799996948,0.318198052,
0.081614539,2014-02-27,2014-02-28,255.5,255.3000031,254.8202958,0.199996948,0.141421356,
-0.001001987,2014-02-28,2014-03-03,253.6,253.6499908,255.1702811,0.049990845,1.166726189,
0.006108479,2014-03-03,2014-03-04,253.05,253.65,255.5789242,0.6,0,
0.517434716,2014-03-04,2014-03-05,255.4,254.9,253.5403691,0.5,0.883883476,
0.075319558,2014-03-05,2014-03-06,255.2,255.4,254.8821829,-0.2,0.353553391,
0.031555433,2014-03-06,2014-03-07,256.15,255.0000061,256.2310139,-1.149993896,0.282842712,
0.245978087,2014-03-07,2014-03-10,253.6,251.5500031,254.5582695,-2.049996948,2.439518395,
0.005106471,2014-03-10,2014-03-11,252.1,252.6999939,253.9681986,0.599993896,0.813172798,
0.574746549,2014-03-11,2014-03-12,251.65,248.5500061,252.2185321,-3.099993896,2.934493142,
-0.012062998,2014-03-12,2014-03-13,249.7,250.1499908,247.7696939,-0.449990845,1.13137085,
-0.020027684,2014-03-13,2014-03-14,247.35,247.15,250.1967401,-0.2,2.121320344,
0.018221591,2014-03-14,2014-03-17,246.9,248.4,246.0093811,-1.5,0.883883476,
-0.012927527,2014-03-17,2014-03-18,250.1,249.9,248.3895895,0.2,1.060660172,
0.006766104,2014-03-18,2014-03-19,251.05,250.0000061,250.9647994,1.049993896,0.070710678,
0.294032007,2014-03-19,2014-03-20,248.85,246.75,250.6639956,-2.1,2.298097039,
0.333098054,2014-03-20,2014-03-21,247.8,249.0500031,248.6542326,1.250003052,1.626345597,
0.709510624,2014-03-21,2014-03-24,249.4,250.3,248.5334288,-0.9,0.883883476,
-0.027460665,2014-03-24,2014-03-25,249.9,250.05,251.3165186,0.15,0.176776695,
0.247563809,2014-03-25,2014-03-26,251.6,253.6000031,249.681101,-2.000003052,2.510229073,
-0.004730096,2014-03-26,2014-03-27,253.5,254.6499878,254.502026,1.149987793,0.74246212,
0.226505578,2014-03-27,2014-03-28,254.9,254.9,253.8431602,0,0.176776695,
-0.016838729,2014-03-28,2014-03-31,256.1,255.5000061,254.8573047,0.599993896,0.424264069,
0.009719501,2014-03-31,2014-04-01,255.7,256.9500122,254.7800453,-1.250012207,1.025304833,
-0.012575048,2014-04-01,2014-04-02,257.85,257.4999878,256.2086578,0.350012207,0.38890873,
-0.015159092,2014-04-02,2014-04-03,257.75,257.75,258.0583953,0,0.176776695,
0.094031192,2014-04-03,2014-04-04,257.55,258.5,256.5595604,-0.95,0.530330086,
-0.01347367,2014-04-04,2014-04-07,257.3,257.5499878,257.8212513,0.249987793,0.671751442,
-0.018868633,2014-04-07,2014-04-08,256.9,259.6500061,256.4226137,-2.750006104,1.48492424,
-0.015372375,2014-04-08,2014-04-09,259.85,259.5000061,258.671754,0.349993896,0.106066017,
-0.015022752,2014-04-09,2014-04-10,260.7,259.7999878,258.9675384,0.900012207,0.212132034,
-0.013198684,2014-04-10,2014-04-11,258,257.9000061,259.3934859,-0.099993896,1.343502884,
-0.007426668,2014-04-11,2014-04-14,257.45,258.7000183,258.7708519,1.250018311,0.565685425,
0.194357976,2014-04-14,2014-04-15,259.45,257.7,257.6543499,1.75,0.707106781,
-0.014797947,2014-04-15,2014-04-16,257.4,258.4999878,256.7610391,-1.099987793,0.565685425,
-0.02103428,2014-04-16,2014-04-17,259.1,257.7999878,257.7176578,1.300012207,0.494974747,
-0.018158792,2014-04-17,2014-04-18,259.15,259.6000183,256.6875368,-0.450018311,1.272792206,
-0.014506872,2014-04-18,2014-04-21,259.75,259.4500061,259.5255221,0.299993896,0.106066017,
-0.000131819,2014-04-21,2014-04-22,259.1,259.3999817,259.2438032,0.299981689,0.035355339,
0.010771818,2014-04-22,2014-04-23,260.05,258.7999939,258.8277375,1.250006104,0.424264069,
-0.010519398,2014-04-23,2014-04-24,259.6,258.3500183,258.0992908,1.249981689,0.318198052,
-0.018075274,2014-04-24,2014-04-25,258.2,254.6999908,257.5702658,3.500009155,2.580939751,
-0.018753264,2014-04-25,2014-04-28,254.2,254.7,255.8794324,0.5,0,
0.231095806,2014-04-28,2014-04-29,254.95,253.7,255.9577238,-1.25,0.707106781,
0.549003124,2014-04-29,2014-04-30,254.45,252.5000031,259.2514016,-1.949996948,0.848528137,
0.890960455,2014-04-30,2014-05-01,254.45,252.5,250.2244079,1.95,0,
-0.069009274,2014-05-01,2014-05-02,253.3,252.8500061,251.4883554,0.449993896,0.247487373,
-0.016659573,2014-05-02,2014-05-05,253.3,252.85,253.5897703,-0.45,0,
0.147826448,2014-05-05,2014-05-06,253.3,252.85,253.7025816,-0.45,0,
0.374121249,2014-05-06,2014-05-07,252.65,249.6,253.2995803,-3.05,2.298097039,
0.232926831,2014-05-07,2014-05-08,250.15,251.2499939,248.9921757,-1.099993896,1.166726189,
-0.010747207,2014-05-08,2014-05-09,250.75,251.3000031,249.5310967,-0.550003052,0.035355339,
-0.012581377,2014-05-09,2014-05-12,251.3,252.8500031,251.66234,1.550003052,1.096015511,
0.026825685,2014-05-12,2014-05-13,253.85,256.4500061,253.4350166,-2.600006104,2.545584412,
0.174480259,2014-05-13,2014-05-14,256.45,259.95,256.6349343,3.5,2.474873734,
0.11767742,2014-05-14,2014-05-15,260.05,259.8499939,259.0262023,0.200006104,0.070710678,
-0.018772913,2014-05-15,2014-05-16,258.75,259.9500061,259.1964881,1.200006104,0.070710678,
-0.020571264,2014-05-16,2014-05-19,260.4,259.8999817,259.577,0.500018311,0.035355339,
-0.010050293,2014-05-19,2014-05-20,259.9,259.65,259.3625532,0.25,0.176776695,
-0.010367222,2014-05-20,2014-05-21,259.05,260.2999939,259.5250874,1.249993896,0.459619408,
0.007394372,2014-05-21,2014-05-22,260.85,261.2000244,259.3262195,-0.350024414,0.636396103,
-0.016901387,2014-05-22,2014-05-23,261.05,260.7,260.8138121,0.35,0.353553391,
-0.014231355,2014-05-23,2014-05-26,260.55,260.1499817,260.4061854,0.400018311,0.38890873,
-0.003595717,2014-05-26,2014-05-27,260.7,257.6000122,261.0183469,-3.099987793,1.803122292,
0.210331395,2014-05-27,2014-05-28,257.6,260.7000061,256.9388475,-3.100006104,2.192031022,
-0.003598771,2014-05-28,2014-05-29,261,260.0999939,260.3892194,0.900006104,0.424264069,
-0.009148975,2014-05-29,2014-05-30,260.15,257.9500061,259.4832675,2.199993896,1.52027958,
-0.015777418,2014-05-30,2014-06-02,258.25,258.5999939,257.4525784,-0.349993896,0.459619408,
-0.013115173,2014-06-02,2014-06-03,258.8,258.7499939,258.2479714,0.050006104,0.106066017,
-0.005891501,2014-06-03,2014-06-04,258.8,258.75,258.17005,0.05,0,
-0.012072393,2014-06-04,2014-06-05,259.05,257.0499878,258.0039836,2.000012207,1.202081528,
-0.017075263,2014-06-05,2014-06-06,259.05,257.05,256.5687313,2,0,
-0.014041117,2014-06-06,2014-06-09,258.45,257.3,256.6207251,1.15,0.176776695,
-0.009624773,2014-06-09,2014-06-10,258.8,259.7000244,257.3264123,-0.900024414,1.697056275,
0.023466302,2014-06-10,2014-06-11,259.6,259.45,259.4708317,0.15,0.176776695,
0.012320185,2014-06-11,2014-06-12,259.4,258.95,259.6415978,-0.45,0.353553391,
