date_base,date_pred,iiindex_today,iindex_real,index_pred_0,loss_profits_0,asset_rebalancing_0,std
2006-12-29,2007-01-01,201.9,201.3,202.8718657,-0.6,0.035669215,0
2007-01-01,2007-01-02,202.35,201.4999969,201.4241675,0.850003052,0.045189861,0.141421356
2007-01-02,2007-01-03,202.2,198.5,201.2259435,3.7,0.030866606,2.121320344
2007-01-03,2007-01-04,198.35,196.1999969,199.1569938,-2.150003052,-0.147826046,1.626345597
2007-01-04,2007-01-05,196,194.0500061,196.7917721,-1.949993896,0.113406964,1.52027958
2007-01-05,2007-01-08,193.35,192.3500031,193.7164465,-0.999996948,0.141797289,1.202081528
2007-01-08,2007-01-09,193.3,192.85,192.541771,0.45,-0.139195845,0.353553391
2007-01-09,2007-01-10,192.45,189.9499908,193.4339684,-2.500009155,0.089120209,2.050609665
2007-01-10,2007-01-11,190.4,191.5000031,190.859521,1.100003052,0.216402575,1.096015511
2007-01-11,2007-01-12,193.2,194.5,192.436137,-1.3,0.217840806,2.121320344
2007-01-12,2007-01-15,195.2,195,194.7949292,0.2,0.179933622,0.353553391
2007-01-15,2007-01-16,195.5,195.3500061,195.8504838,-0.149993896,0.098898903,0.247487373
2007-01-16,2007-01-17,194.75,193.6499878,196.5084454,-1.100012207,0.108391874,1.202081528
2007-01-17,2007-01-18,193.05,194.7000031,195.6777867,1.650003052,0.102055207,0.74246212
2007-01-18,2007-01-19,192.85,190.45,194.4623466,-2.4,0.011688404,3.00520382
2007-01-19,2007-01-22,191.4,192.0000031,191.7585941,0.600003052,-0.09589269,1.096015511
2007-01-22,2007-01-23,190.95,191.8000031,192.6940519,0.850003052,0.071047656,0.141421356
2007-01-23,2007-01-24,192.85,195.1499908,194.0245564,2.299990845,0.106789619,2.368807717
2007-01-24,2007-01-25,195.7,195.1000122,195.8741048,-0.599987793,-7.90E-05,0.035355339
2007-01-25,2007-01-26,194,192.5499969,195.9810986,-1.450003052,0.091819674,1.803122292
2007-01-26,2007-01-29,193.4,192.1000031,194.1970215,-1.299996948,0.094499424,0.318198052
2007-01-29,2007-01-30,191.95,193.1,194.1297842,1.15,0.052261956,0.707106781
2007-01-30,2007-01-31,193.55,191.6,194.4708137,-1.95,0.001923654,1.060660172
2007-01-31,2007-02-01,192.3,194.5499969,192.6213164,2.249996948,0.059195846,2.085965005
2007-02-01,2007-02-02,195,197.9999969,195.3262693,2.999996948,0.089073487,2.439518395
2007-02-02,2007-02-05,198.35,198.8999939,198.711493,0.549993896,0.096267961,0.636396103
2007-02-05,2007-02-06,199.25,200.1000122,199.5273755,0.850012207,0.092848733,0.848528137
2007-02-06,2007-02-07,200.4,200.3999878,200.4807632,-1.22E-05,0.088903844,0.212132034
2007-02-07,2007-02-08,200.3,199.2000031,200.294624,1.099996948,0.061519507,0.848528137
2007-02-08,2007-02-09,199.6,199.7,198.7809814,-0.1,-0.087037519,0.353553391
2007-02-09,2007-02-12,198.05,197.7500031,198.2118332,-0.299996948,-0.276376635,1.378858223
2007-02-12,2007-02-13,197.5,198.8999939,198.2351838,1.399993896,-0.773274302,0.813172798
2007-02-13,2007-02-14,200,200.9500031,199.9675806,-0.950003052,0.584465504,1.449568901
2007-02-14,2007-02-15,202.3,202.0500061,200.1899437,0.249993896,0.534091294,0.777817459
2007-02-15,2007-02-16,202.15,202.8,202.5655594,0.65,-0.114915803,0.530330086
2007-02-16,2007-02-19,202.15,202.8,202.8893905,0.65,0.353905559,0
2007-02-19,2007-02-20,202.8,202.9999969,202.5879948,-0.199996948,0.195675194,0.141421356
2007-02-20,2007-02-21,203.3,203.3500061,201.6423148,-0.050006104,-0.029665191,0.247487373
2007-02-21,2007-02-22,203.4,204.9499908,202.7923882,-1.549990845,-0.732320845,1.13137085
2007-02-22,2007-02-23,205.05,204.8000061,204.6831304,0.249993896,0.224892154,0.106066017
2007-02-23,2007-02-26,204.8,204.8500031,204.5521672,-0.050003052,0.404314458,0.035355339
2007-02-26,2007-02-27,204.8,202.85,204.6047929,1.95,0.327524751,1.414213562
2007-02-27,2007-02-28,195.5,197.6999908,199.4137045,2.199990845,0.249887109,3.641599923
2007-02-28,2007-03-01,195.5,197.7,197.347735,2.2,-0.89630264,0
2007-03-01,2007-03-02,196.45,197.2,197.2591986,0.75,0.706076205,0.353553391
2007-03-02,2007-03-05,196,192.3000061,196.2056468,-3.699993896,0.515055716,3.464823228
2007-03-05,2007-03-06,193.35,195.6000031,189.9705863,-2.250003052,-0.255035609,2.333452378
2007-03-06,2007-03-07,197.4,197.2499939,195.6401357,0.150006104,-0.850267768,1.166726189
2007-03-07,2007-03-08,196.45,197.75,196.8179257,1.3,0.790325642,0.353553391
2007-03-08,2007-03-09,198.2,196.5,197.8478534,1.7,0.524965465,0.883883476
2007-03-09,2007-03-12,198.2,199.1000061,195.1222633,-0.900006104,0.54287082,1.838477631
2007-03-12,2007-03-13,199.1,198.5499969,198.5981247,0.550003052,-0.544105351,0.38890873
2007-03-13,2007-03-14,195.05,194.4999969,197.8437589,-0.550003052,0.388663083,2.863782464
2007-03-14,2007-03-15,196.2,197.6499939,194.372458,-1.449993896,0.099526398,2.227386361
2007-03-15,2007-03-16,197.45,196.8500122,198.4518138,-0.599987793,0.481381863,0.565685425
2007-03-16,2007-03-19,196.8,198.9499908,195.4599582,-2.149990845,0.569523513,1.48492424
2007-03-19,2007-03-20,199.4,199.6499969,199.4164354,0.249996948,-0.508554876,0.494974747
2007-03-20,2007-03-21,199.75,198.7000031,199.8867318,-1.049996948,0.534433067,0.671751442
2007-03-21,2007-03-22,201.15,200.3000061,198.6169682,0.849993896,0.35938549,1.13137085
2007-03-22,2007-03-23,200.65,200.3,200.4711566,0.35,0.109417737,0
2007-03-23,2007-03-26,200.75,200.3,201.1911082,-0.45,0.151072428,0
2007-03-26,2007-03-27,200.2,201.4999969,200.5692624,1.299996948,0.232351899,0.848528137
2007-03-27,2007-03-28,200.7,198.8999939,201.8415792,-1.800006104,0.117743075,1.838477631
2007-03-28,2007-03-29,198.55,200.7500061,200.3559231,2.200006104,0.083986506,1.308147545
2007-03-29,2007-03-30,201.45,200.3999939,200.300877,1.050006104,0.085949287,0.247487373
2007-03-30,2007-04-02,201.45,201.5000061,200.0005283,-0.050006104,-0.211171836,0.777817459
2007-04-02,2007-04-03,201.85,202.3500061,201.1505751,-0.500006104,-0.306475759,0.601040764
2007-04-03,2007-04-04,203.4,204.8999878,202.0019175,-1.499987793,-0.155306399,1.803122292
2007-04-04,2007-04-05,205,204.5000061,204.2851551,0.499993896,-0.017895512,0.282842712
2007-04-05,2007-04-06,205.25,204.8500061,203.7136472,0.399993896,-0.160458997,0.247487373
2007-04-06,2007-04-09,205.7,206.6999908,203.5806178,-0.999990845,-0.190402403,1.308147545
2007-04-09,2007-04-10,206.55,206.8000061,206.0072259,-0.250006104,-0.496421099,0.070710678
2007-04-10,2007-04-11,207.55,208.6499908,206.3405553,-1.099990845,0.418779552,1.308147545
2007-04-11,2007-04-12,208.25,208.7000031,208.8644237,0.450003052,0.435404688,0.035355339
2007-04-12,2007-04-13,209.25,208.8999969,208.7072388,0.350003052,0.59605968,0.141421356
2007-04-13,2007-04-16,209.3,210.2500061,209.4888488,0.950006104,0.444091231,0.954594155
2007-04-16,2007-04-17,210.7,209.8500061,209.2634758,0.849993896,0.441475123,0.282842712
2007-04-17,2007-04-18,210.5,210.4499908,210.8269138,-0.050009155,-0.38451153,0.424264069
2007-04-18,2007-04-19,210.45,207.7,207.9832985,2.75,0.442174464,1.944543648
2007-04-19,2007-04-20,208.35,210.3500092,208.1870504,-2.000009155,-0.79733634,1.87383297
2007-04-20,2007-04-23,211.65,211.6,210.7407725,0.05,0.633256972,0.883883476
2007-04-23,2007-04-24,211.55,212.8999878,209.7272993,-1.349987793,0.50274986,0.919238816
2007-04-24,2007-04-25,213,211.7000031,213.2362364,-1.299996948,-0.709641516,0.848528137
2007-04-25,2007-04-26,213.7,212.8000061,212.149612,0.899993896,0.61818707,0.777817459
2007-04-26,2007-04-27,211.75,211.1499908,213.281152,-0.600009155,0.522242785,1.166726189
2007-04-27,2007-04-30,210.7,211.65,211.3392062,0.95,0.379399449,0.353553391
2007-04-30,2007-05-01,210.7,211.65,212.0887972,0.95,0.211591706,0
2007-05-01,2007-05-02,213,212.5000061,211.9110502,0.499993896,0.186992481,0.601040764
2007-05-02,2007-05-03,213.45,213.8999939,212.9275414,-0.449993896,0.086850248,0.989949494
2007-05-03,2007-05-04,213.9,214.3000092,213.4511495,-0.400009155,0.090709239,0.282842712
2007-05-04,2007-05-07,214.75,216.1499908,214.7786003,1.399990845,-0.315738797,1.308147545
2007-05-07,2007-05-08,216.05,215.8000092,215.914722,0.249990845,0.134640187,0.247487373
2007-05-08,2007-05-09,215.8,217.8999908,216.0452501,2.099990845,-0.092830427,1.48492424
2007-05-09,2007-05-10,218.2,218.9,217.5751609,-0.7,0.101308271,0.707106781
2007-05-10,2007-05-11,217.45,218.6000122,218.9812826,1.150012207,-0.143265426,0.212132034
2007-05-11,2007-05-14,219.95,218.6499878,219.1840802,1.300012207,0.150654167,0.035355339
2007-05-14,2007-05-15,218.05,216.15,219.1070528,-1.9,0.22916843,1.767766953
2007-05-15,2007-05-16,216.7,218.15,216.8869174,1.45,0.182479233,1.414213562
