date_base,date_pred,iiindex_today,iindex_real,index_pred_0,loss_profits_0,std
2008-12-31,2009-01-01,153.4,152.3,154.41566329002382,-1.0999999999999943,0.0
2009-01-01,2009-01-02,154.05,158.9499938964844,153.68583040237428,-4.899993896484375,4.702260094890525
2009-01-02,2009-01-05,161.0,160.8000061035156,159.62496275901793,0.19999389648438637,1.308147545195129
2009-01-05,2009-01-06,162.45,163.55,161.74065326452256,-1.1000000000000227,1.9445436482630056
2009-01-06,2009-01-07,163.55,168.05,164.4441702246666,4.5,3.181980515339464
2009-01-07,2009-01-08,166.15,163.14999084472657,169.78115205764772,-3.000009155273432,3.4648232278140867
2009-01-08,2009-01-09,165.2,160.65,163.7978504538536,4.549999999999983,1.7677669529663689
2009-01-09,2009-01-12,159.35,156.80000915527344,159.76867594718934,-2.549990844726551,2.722361107568204
2009-01-12,2009-01-13,155.75,157.9499938964844,157.36378602981569,2.1999938964843864,0.8131727983645135
2009-01-13,2009-01-14,157.45,160.89999694824218,157.5153912425041,3.4499969482421875,2.085965004500327
2009-01-14,2009-01-15,154.3,150.85001220703126,160.40177216529847,-3.4499877929687557,7.106423150924811
2009-01-15,2009-01-16,151.85,154.24999389648437,151.50483546257018,-2.399993896484375,2.4041630560342657
2009-01-16,2009-01-19,155.65,156.35000610351562,154.41176131367683,-0.7000061035156193,1.4849242404917458
2009-01-19,2009-01-20,153.55,152.85,156.82233536839485,-0.700000000000017,2.4748737341529163
2009-01-20,2009-01-21,146.95,149.04999694824218,153.79890409708023,2.099996948242193,2.6870057685088686
2009-01-21,2009-01-22,151.35,151.9999969482422,150.12479298114778,-0.6499969482422046,2.085965004500307
2009-01-22,2009-01-23,149.75,147.60000610351562,151.09086829423904,-2.149993896484375,3.111269837220813
2009-01-23,2009-01-26,149.75,147.6,148.46490309238433,2.1500000000000057,0.0
2009-01-26,2009-01-27,149.75,147.6,149.13383660316467,2.1500000000000057,0.0
2009-01-27,2009-01-28,152.4,156.89998779296874,148.27274105548858,-4.499987792968739,6.5760930650349
2009-01-28,2009-01-29,157.7,158.45000305175782,157.0315979063511,-0.7500030517578296,1.0960155108391365
2009-01-29,2009-01-30,155.7,157.10000915527343,157.09982712268828,1.4000091552734375,0.954594154601835
2009-01-30,2009-02-02,153.9,154.54999694824218,157.85873708724975,0.6499969482421761,1.803122292025684
2009-02-02,2009-02-03,155.1,156.89999084472657,153.45757179260255,-1.7999908447265796,1.6617009357883827
2009-02-03,2009-02-04,159.85,161.70000305175782,156.36619522571564,-1.8500030517578239,3.394112549695416
2009-02-04,2009-02-05,160.9,158.95,163.0034256696701,-1.950000000000017,1.9445436482630056
2009-02-05,2009-02-06,162.25,164.8000061035156,159.79528946876525,-2.5500061035156136,4.136574669941319
2009-02-06,2009-02-09,166.3,163.89999084472657,164.83459316492082,2.4000091552734375,0.6363961030678967
2009-02-09,2009-02-10,165.25,162.25000610351563,165.040433549881,2.9999938964843693,1.1667261889578076
2009-02-10,2009-02-11,158.35,160.3000030517578,163.66461193561554,1.9500030517578182,1.3788582233137596
2009-02-11,2009-02-12,159.25,158.14999084472657,159.54675184488298,-1.1000091552734261,1.5202795795510813
2009-02-12,2009-02-13,158.9,161.10001220703126,159.68059935569764,2.20001220703125,2.085965004500307
2009-02-13,2009-02-16,159.1,158.24999389648437,160.10071227550506,-0.850006103515625,2.0152543263816565
2009-02-16,2009-02-17,156.5,151.89999389648438,158.95245242118835,-4.600006103515625,4.490128060534572
2009-02-17,2009-02-18,150.4,148.9,152.58662387132645,-1.5,2.1213203435596424
2009-02-18,2009-02-19,148.65,149.15,147.45483388900757,-0.5,0.1767766952966369
2009-02-19,2009-02-20,147.45,142.95000305175782,148.2209188580513,-4.4999969482421704,4.384062043356606
2009-02-20,2009-02-23,142.4,147.5000030517578,145.38452382087706,5.1000030517577954,3.217335854398799
2009-02-23,2009-02-24,142.45,143.5,146.7008194923401,1.0500000000000114,2.8284271247461903
2009-02-24,2009-02-25,147.1,143.89999389648438,144.74109542369843,3.2000061035156193,0.28284271247462306
2009-02-25,2009-02-26,145.4,142.20000305175782,140.07441058158875,3.1999969482421875,1.2020815280171429
2009-02-26,2009-02-27,142.6,142.39999694824218,141.55816746950148,0.20000305175781818,0.14142135623732158
2009-02-27,2009-03-02,139.8,138.00000610351563,143.48084523677826,-1.7999938964843807,3.111269837220813
2009-03-02,2009-03-03,135.1,139.8000030517578,138.94567877054214,4.700003051757818,1.2727922061357937
2009-03-03,2009-03-04,137.6,143.39999084472657,138.59707455635072,5.7999908447265796,2.545584412271567
2009-03-04,2009-03-05,143.4,144.45000305175782,143.266646617651,-1.0500030517578125,0.7424621202458628
2009-03-05,2009-03-06,141.15,142.2500030517578,139.82440681457518,-1.1000030517577954,1.5556349186103966
2009-03-06,2009-03-09,144.9,144.85000610351562,142.7764948606491,0.049993896484380684,1.8384776310850195
2009-03-09,2009-03-10,143.55,148.49999389648437,143.04130504131317,-4.949993896484358,2.5809397513309023
2009-03-10,2009-03-11,152.15,153.5500030517578,145.8928632736206,-1.4000030517578068,3.570889244992073
2009-03-11,2009-03-12,152.9,152.8,155.2279673099518,-0.09999999999999432,0.5303300858899106
2009-03-12,2009-03-13,155.9,154.9999969482422,150.9274038553238,0.9000030517578068,1.5556349186103966
2009-03-13,2009-03-16,154.95,154.6999969482422,156.4104005098343,-0.25000305175780113,0.2121320343559723
2009-03-16,2009-03-17,157.1,160.39999694824218,153.79036523103713,-3.299996948242182,4.0305086527633325
2009-03-17,2009-03-18,161.6,161.10001220703126,162.8427046775818,-0.49998779296873863,0.49497474683057524
2009-03-18,2009-03-19,162.0,159.35,161.7183797121048,2.6500000000000057,1.2374368670764582
2009-03-19,2009-03-20,160.05,159.85,160.2961042881012,-0.20000000000001705,0.3535533905932738
2009-03-20,2009-03-23,161.45,164.24999389648437,160.15012142658233,-2.7999938964843807,3.111269837220813
2009-03-23,2009-03-24,167.25,166.6999969482422,164.36993090063334,0.5500030517578125,1.7324116139070334
2009-03-24,2009-03-25,166.95,168.0000030517578,168.15379638671874,1.0500030517578125,0.9192388155425198
2009-03-25,2009-03-26,167.3,169.9499969482422,168.56164741516113,2.649996948242176,1.3788582233137596
2009-03-26,2009-03-27,170.25,169.95,171.62560148239135,-0.30000000000001137,0.0
2009-03-27,2009-03-30,169.95,163.3000061035156,170.05228644311427,-6.649993896484375,4.702260094890525
2009-03-30,2009-03-31,164.9,165.3,163.689967918396,-0.4000000000000057,1.4142135623730951
2009-03-31,2009-04-01,165.6,168.60000305175782,165.73382608890535,3.0000030517578296,2.3334523779155947
2009-04-01,2009-04-02,171.1,173.89998779296874,168.49563819020986,-2.79998779296875,3.74766594028871
2009-04-02,2009-04-03,174.9,175.10001220703126,175.54936435222626,0.20001220703125,0.8485281374238489
2009-04-03,2009-04-06,176.05,176.24999389648437,176.18079254627227,0.19999389648435795,0.8131727983645336
2009-04-06,2009-04-07,176.4,176.14999389648438,176.73316684365273,-0.2500061035156307,0.07071067811865073
2009-04-07,2009-04-08,174.15,170.00000610351563,175.83225824832917,-4.149993896484375,4.348706704297271
2009-04-08,2009-04-09,171.6,177.5,169.72544503211975,-5.900000000000006,5.303300858899107
2009-04-09,2009-04-10,180.1,181.0,179.88164854049683,-0.9000000000000057,2.4748737341529163
2009-04-10,2009-04-13,180.0,179.5,180.41092705726624,-0.5,1.0606601717798212
2009-04-13,2009-04-14,181.1,179.0,179.11971655488014,2.0999999999999943,0.3535533905932738
2009-04-14,2009-04-15,177.05,179.0,180.54041373729706,1.9499999999999886,0.0
2009-04-15,2009-04-16,182.05,178.89999389648438,179.26518911123276,3.1500061035156364,0.07071067811865073
2009-04-16,2009-04-17,181.3,178.9,178.698923894763,2.4000000000000057,0.0
2009-04-17,2009-04-20,180.3,178.70000305175782,179.49395641088486,1.5999969482421932,0.14142135623732158
2009-04-20,2009-04-21,175.9,179.5500061035156,178.2378262400627,3.650006103515608,0.6010407640085815
2009-04-21,2009-04-22,179.95,181.9999969482422,178.87752877473832,-2.0499969482422102,1.7324116139070334
2009-04-22,2009-04-23,183.55,184.10000610351562,183.00120151042938,-0.5500061035156136,1.4849242404917458
2009-04-23,2009-04-24,183.85,182.19999084472656,184.6149981379509,-1.6500091552734375,1.3435028842544443
2009-04-24,2009-04-27,182.05,179.89999694824218,182.03235327899455,2.1500030517578352,1.6263455967290472
2009-04-27,2009-04-28,180.6,174.45000305175782,180.8207291007042,-6.149996948242176,3.853731957466696
2009-04-28,2009-04-29,175.7,179.5500061035156,175.77013058662413,3.850006103515625,3.6062445840514084
2009-04-29,2009-04-30,181.35,183.85000305175782,182.84690551757814,2.5000030517578296,3.040559159102142
2009-04-30,2009-05-01,181.35,183.85,184.7505936384201,2.5,0.0
2009-05-01,2009-05-04,185.55,186.39998779296874,184.7530429124832,-0.849987792968733,1.8031222920257042
2009-05-04,2009-05-05,185.55,186.4,186.19645711183549,0.8499999999999943,0.0
2009-05-05,2009-05-06,187.0,186.10001220703126,186.29683613926173,0.8999877929687443,0.2121320343559723
2009-05-06,2009-05-07,188.65,187.29999694824218,187.29941341876983,1.3500030517578239,0.848528137423869
2009-05-07,2009-05-08,187.5,188.35000305175782,187.7439791440964,0.8500030517578239,0.7424621202458628
2009-05-08,2009-05-11,188.35,188.49999389648437,187.5094146490097,-0.149993896484375,0.10606601717798614
2009-05-11,2009-05-12,187.6,187.60000610351562,190.46918320655823,6.103515630684342e-06,0.6363961030678967
2009-05-12,2009-05-13,187.6,188.94999084472656,187.82708563506603,1.3499908447265625,0.954594154601835
2009-05-13,2009-05-14,186.1,184.2500030517578,189.10086191892623,-1.8499969482421932,3.3234018715767655
2009-05-14,2009-05-15,185.1,185.5500030517578,185.01816856861115,-0.4500030517578182,0.9192388155425198
2009-05-15,2009-05-18,184.35,184.14999084472657,185.6604391142726,-0.20000915527342045,0.9899494936611705
2009-05-18,2009-05-19,188.25,189.85001220703126,183.67781695127488,-1.6000122070312557,4.030508652763313
2009-05-19,2009-05-20,190.1,190.85,190.17619205117225,0.75,0.7071067811865476
2009-05-20,2009-05-21,190.05,189.14998779296874,190.4056028187275,-0.900012207031267,1.2020815280171229
2009-05-21,2009-05-22,187.15,185.55000915527344,190.44829227924347,-1.5999908447265625,2.545584412271567
2009-05-22,2009-05-25,184.5,185.39999084472657,186.04836868047715,0.8999908447265739,0.10606601717798614
2009-05-25,2009-05-26,186.2,181.50000610351563,185.1886356562376,4.699993896484358,2.7577164466275392
2009-05-26,2009-05-27,184.5,180.9499969482422,182.62413918972015,3.5500030517578125,0.38890872965260914
2009-05-27,2009-05-28,179.95,184.39999694824218,181.48045630455016,4.4499969482421875,2.439518395093601
2009-05-28,2009-05-29,185.05,184.60001220703126,185.77839269638062,-0.4499877929687557,0.14142135623730148
2009-05-29,2009-06-01,184.95,187.44999084472656,184.297783857584,-2.499990844726568,2.0152543263816565
2009-06-01,2009-06-02,190.35,187.10000915527343,187.69529533088206,3.249990844726568,0.24748737341528762
2009-06-02,2009-06-03,188.6,186.49999389648437,187.9234326839447,2.100006103515625,0.42426406871192446
2009-06-03,2009-06-04,186.45,182.0,186.54620672017336,-4.449999999999989,3.181980515339464
2009-06-04,2009-06-05,183.75,184.1999969482422,182.0600346364081,-0.4499969482421875,1.5556349186103966
2009-06-05,2009-06-08,184.05,184.39999694824218,184.88539643287658,0.34999694824216476,0.14142135623732158
2009-06-08,2009-06-09,186.15,181.35001220703126,184.5822899132967,4.79998779296875,2.156675682618978
2009-06-09,2009-06-10,182.9,188.24999389648437,182.90041992664337,5.349993896484364,4.879036790187182
2009-06-10,2009-06-11,187.8,189.85000610351562,188.83410543203354,2.0500061035156136,1.131370849898472
2009-06-11,2009-06-12,190.85,190.19999084472656,193.16616973876953,-0.6500091552734375,0.24748737341528762
2009-06-12,2009-06-15,190.35,188.2500030517578,189.63703126907347,2.099996948242193,1.3788582233137596
2009-06-15,2009-06-16,186.45,186.0,190.12013959884644,-0.44999999999998863,1.590990257669732
2009-06-16,2009-06-17,185.8,185.35000610351562,186.99790972471237,-0.44999389648438637,0.4596194077712599
2009-06-17,2009-06-18,184.9,183.64998779296874,184.8322998046875,1.2500122070312614,1.2020815280171229
2009-06-18,2009-06-19,184.5,183.85001220703126,185.35250511169434,-0.6499877929687443,0.14142135623730148
2009-06-19,2009-06-22,183.85,186.35,183.77446307837963,-2.5,1.7677669529663689
2009-06-22,2009-06-23,183.55,181.89998779296874,185.52479348182678,-1.650012207031267,3.1466251762801285
2009-06-23,2009-06-24,182.2,182.30000915527344,183.08906927108765,0.10000915527345455,0.28284271247462306
2009-06-24,2009-06-25,183.0,186.8,181.73115729093553,-3.8000000000000114,3.181980515339464
2009-06-25,2009-06-26,188.15,187.89999084472657,183.230787563324,0.2500091552734318,0.7778174593051982
2009-06-26,2009-06-29,188.3,187.45000305175782,188.09282141327859,0.8499969482421932,0.3181980515339584
2009-06-29,2009-06-30,188.8,186.89999694824218,187.99735201597213,1.9000030517578352,0.38890872965258905
2009-06-30,2009-07-01,186.7,190.70000305175782,186.56948193311692,-4.0000030517578296,2.6870057685088686
2009-07-01,2009-07-02,191.3,190.14999694824218,190.41997556090354,1.1500030517578352,0.38890872965258905
2009-07-02,2009-07-03,187.15,191.00000610351563,189.48390587568284,3.850006103515625,0.6010407640085613
2009-07-03,2009-07-06,191.15,192.8000030517578,190.12987637519836,-1.6500030517578068,1.2727922061357937
2009-07-06,2009-07-07,193.4,193.3,192.17156146764756,0.09999999999999432,0.3535533905932738
2009-07-07,2009-07-08,192.3,193.3,192.90989132523538,1.0,0.0
2009-07-08,2009-07-09,192.85,192.3,191.95059113502504,0.549999999999983,0.7071067811865476
2009-07-09,2009-07-10,192.45,192.3,190.80391042232515,0.14999999999997726,0.0
2009-07-10,2009-07-13,192.3,186.39999084472657,192.10456133186818,5.9000091552734375,4.171930009000635
2009-07-13,2009-07-14,188.85,187.75000610351563,185.23528220653535,1.0999938964843636,0.954594154601835
2009-07-14,2009-07-15,189.65,191.4499969482422,188.55179971456528,-1.7999969482421818,2.616295090390218
2009-07-15,2009-07-16,194.25,194.64999694824218,192.61092228889464,-0.39999694824217613,2.262741699796964
2009-07-16,2009-07-17,195.7,195.60001220703126,195.23942180871964,0.09998779296873295,0.6717514421272122
2009-07-17,2009-07-20,196.4,200.69999084472656,195.41227639317512,-4.299990844726551,3.6062445840513884
2009-07-20,2009-07-21,201.95,202.0000030517578,202.5443441390991,0.0500030517578125,0.9192388155425198
2009-07-21,2009-07-22,202.35,202.8000030517578,202.82636266946793,0.4500030517578182,0.5656854249492461
2009-07-22,2009-07-23,202.8,202.9999969482422,202.87345982640983,0.1999969482421875,0.14142135623730148
2009-07-23,2009-07-24,204.0,204.25,203.80750143527985,-0.25,0.8838834764831844
2009-07-24,2009-07-27,205.0,206.35000610351562,205.01108348369598,1.350006103515625,1.4849242404917458
2009-07-27,2009-07-28,205.95,207.19999084472656,206.7642360985279,1.2499908447265682,0.6010407640085613
2009-07-28,2009-07-29,206.85,206.3000061035156,207.79795480966567,-0.5499938964843807,0.6363961030678768
2009-07-29,2009-07-30,206.85,208.4499938964844,206.39776438027621,-1.599993896484392,1.520279579551061
2009-07-30,2009-07-31,208.8,211.5000030517578,210.27825219631194,2.7000030517577898,2.156675682618978
2009-07-31,2009-08-03,212.05,211.89999389648438,213.0301342010498,-0.15000610351563637,0.28284271247462306
2009-08-03,2009-08-04,213.3,212.35001220703126,212.5228474378586,0.9499877929687557,0.3181980515339384
2009-08-04,2009-08-05,213.1,211.6,213.39437720775604,-1.5,0.5303300858899106
