date_base,date_pred,iiindex_today,iindex_real,index_pred_0,loss_profits_0,asset_rebalancing_0,std
2010-12-30,2010-12-31,280.35,281.95,282.4970202,1.6,0,0
2010-12-31,2011-01-03,282.4,283.2,283.5075285,0.8,0,0.883883476
2011-01-03,2011-01-04,282.9,284.6499817,283.9690832,1.749981689,0,1.025304833
2011-01-04,2011-01-05,284.3,284.6000122,284.002859,-0.300012207,0,0.035355339
2011-01-05,2011-01-06,285.4,283.9500061,283.769185,1.449993896,0,0.459619408
2011-01-06,2011-01-07,282.95,285.2,283.3530186,2.25,0,0.883883476
2011-01-07,2011-01-10,283.95,283.2999756,284.942311,-0.650024414,0,1.343502884
2011-01-10,2011-01-11,283.1,283.9500244,282.6852394,-0.850024414,0,0.459619408
2011-01-11,2011-01-12,284,284.45,283.4928836,-0.45,0,0.353553391
2011-01-12,2011-01-13,284.45,283.2999756,284.0473542,1.150024414,0,0.813172798
2011-01-13,2011-01-14,284,285.9500244,282.3838278,-1.950024414,0,1.87383297
2011-01-14,2011-01-17,286.5,285.6499817,287.8753929,-0.850018311,0,0.212132034
2011-01-17,2011-01-18,284.95,284.2999939,284.9042256,0.650006104,0,0.954594155
2011-01-18,2011-01-19,285.8,287.7000244,284.2303773,-1.900024414,0,2.404163056
2011-01-19,2011-01-20,286.45,286.1499817,288.0726045,-0.300018311,0,1.096015511
2011-01-20,2011-01-21,285.9,280.5000061,284.8955292,5.399993896,0,3.995153314
2011-01-21,2011-01-24,279.95,282.4500122,280.9405575,2.500012207,0,1.378858223
2011-01-24,2011-01-25,283.7,284.2499878,283.8392386,0.549987793,0,1.272792206
2011-01-25,2011-01-26,284,286.8500061,283.1385731,-2.850006104,0,1.838477631
2011-01-26,2011-01-27,287.65,287.35,288.7566825,-0.3,0,0.353553391
2011-01-27,2011-01-28,287.3,286.7499939,285.8354438,0.550006104,0,0.424264069
2011-01-28,2011-01-31,283,282.1000061,285.8653123,-0.899993896,0,3.288046533
2011-01-31,2011-02-01,283.05,281.9500061,280.321837,1.099993896,0,0.106066017
2011-02-01,2011-02-02,283.05,281.95,281.3988407,1.1,0,0
2011-02-02,2011-02-03,283.05,281.95,281.4469885,1.1,0,0
2011-02-03,2011-02-04,283.05,281.95,281.3425537,1.1,0,0
2011-02-04,2011-02-07,285.75,282.6499817,281.2002917,3.100018311,0,0.494974747
2011-02-07,2011-02-08,283.65,280.65,281.1579398,3,0,1.414213562
2011-02-08,2011-02-09,281.85,277.7500061,280.7565229,4.099993896,0,2.050609665
2011-02-09,2011-02-10,276.25,272.6499939,279.9605668,-3.600006104,0,3.606244584
2011-02-10,2011-02-11,272.65,267.7000183,274.4062907,-4.949981689,0,3.500178567
2011-02-11,2011-02-14,271.05,273.5499756,268.032487,-2.499975586,0,4.13657467
2011-02-14,2011-02-15,273.85,272.3500183,276.8198727,-1.499981689,0,0.848528137
2011-02-15,2011-02-16,272.9,270.8999878,273.788831,-2.000012207,0,1.025304833
2011-02-16,2011-02-17,271.95,269.6000122,270.1456194,2.349987793,0,0.919238816
2011-02-17,2011-02-18,270.95,273.6499878,270.0676288,-2.699987793,0,2.863782464
2011-02-18,2011-02-21,273.65,271.9,274.4224395,-1.75,0,1.237436867
2011-02-21,2011-02-22,268.95,267.5499939,271.9199686,-1.400006104,0,3.075914498
2011-02-22,2011-02-23,266.9,267.7000244,266.0089096,-0.800024414,0,0.106066017
2011-02-23,2011-02-24,266.95,265.1499817,266.6169829,1.800018311,0,1.803122292
2011-02-24,2011-02-25,266.2,266.6000122,264.265573,-0.400012207,0,1.025304833
2011-02-25,2011-02-28,265.85,263.6,264.4026559,2.25,0,2.121320344
2011-02-28,2011-03-01,265.85,263.6,263.0586543,2.25,0,0
2011-03-01,2011-03-02,262.45,262.6,262.3470386,-0.15,0,0.707106781
2011-03-02,2011-03-03,264.05,267.6499878,260.4376863,-3.599987793,0,3.570889245
2011-03-03,2011-03-04,270.3,272.9,266.3618719,-2.6,0,3.712310601
2011-03-04,2011-03-07,272.3,269.0000061,271.4510044,3.299993896,0,2.757716447
2011-03-07,2011-03-08,269.6,271.3500061,267.5801694,-1.750006104,0,1.661700936
2011-03-08,2011-03-09,272.55,272.1499878,270.9291979,0.400012207,0,0.565685425
2011-03-09,2011-03-10,271.25,268.4,270.1482889,2.85,0,2.651650429
2011-03-10,2011-03-11,265.75,264.3500122,267.1652488,-1.399987793,0,2.863782464
2011-03-11,2011-03-14,264.9,268.4999939,262.7815737,-3.599993896,0,2.934493142
2011-03-14,2011-03-15,268.3,261.7000122,267.4407232,6.599987793,0,4.808326112
2011-03-15,2011-03-16,265.7,267.0999939,260.0474085,-1.399993896,0,3.818376618
2011-03-16,2011-03-17,261.9,266.9999939,265.7662837,5.099993896,0,0.070710678
2011-03-17,2011-03-18,267.5,269.8500061,265.9102809,-2.350006104,0,2.015254326
