date_base,date_pred,iiindex_today,iindex_real,index_pred_0,loss_profits_0,asset_rebalancing0,std,
2008-12-31,2009-01-01,153.4,152.3,149.8079932,1.1,-0.59258008,0,
2009-01-01,2009-01-02,154.05,158.9499939,152.6597634,-4.899993896,0.970709443,4.702260095,
2009-01-02,2009-01-05,161,160.8000061,156.6934025,0.199993896,0.506802261,1.308147545,
2009-01-05,2009-01-06,162.45,163.55,161.9050677,-1.1,0.982674837,1.944543648,
2009-01-06,2009-01-07,163.55,168.05,163.3400153,-4.5,-0.38531518,3.181980515,
2009-01-07,2009-01-08,166.15,163.1499908,168.7059377,-3.000009155,0.33683902,3.464823228,
2009-01-08,2009-01-09,165.2,160.65,161.8283552,4.55,-0.581705093,1.767766953,
2009-01-09,2009-01-12,159.35,156.8000092,162.2418372,-2.549990845,0.93944329,2.722361108,
2009-01-12,2009-01-13,155.75,157.9499939,155.2653327,-2.199993896,-0.795536816,0.813172798,
2009-01-13,2009-01-14,157.45,160.8999969,160.1506652,3.449996948,0.933750868,2.085965005,
2009-01-14,2009-01-15,154.3,150.8500122,160.3637122,-3.449987793,-0.839757979,7.106423151,
2009-01-15,2009-01-16,151.85,154.2499939,150.9406487,-2.399993896,0.596382141,2.404163056,
2009-01-16,2009-01-19,155.65,156.3500061,154.6167494,-0.700006104,0.405901611,1.48492424,
2009-01-19,2009-01-20,153.55,152.85,157.0829489,-0.7,-0.249775812,2.474873734,
2009-01-20,2009-01-21,146.95,149.0499969,152.7271423,2.099996948,-0.785974026,2.687005769,
2009-01-21,2009-01-22,151.35,151.9999969,149.7768496,-0.649996948,0.226717979,2.085965005,
2009-01-22,2009-01-23,149.75,147.6000061,152.3637107,-2.149993896,-0.673429251,3.111269837,
2009-01-23,2009-01-26,149.75,147.6,147.2048169,2.15,-0.544602752,0,
2009-01-26,2009-01-27,149.75,147.6,149.0902527,2.15,0.749196231,0,
2009-01-27,2009-01-28,152.4,156.8999878,146.8636389,-4.499987793,-0.876262963,6.576093065,
2009-01-28,2009-01-29,157.7,158.4500031,157.1623507,-0.750003052,0.755728006,1.096015511,
2009-01-29,2009-01-30,155.7,157.1000092,159.9480938,1.400009155,0.249250963,0.954594155,
2009-01-30,2009-02-02,153.9,154.5499969,155.825889,0.649996948,-0.914062917,1.803122292,
2009-02-02,2009-02-03,155.1,156.8999908,157.6258152,1.799990845,0.877195179,1.661700936,
2009-02-03,2009-02-04,159.85,161.7000031,155.8004247,-1.850003052,-0.898874104,3.39411255,
2009-02-04,2009-02-05,160.9,158.95,163.0707237,-1.95,0.862899005,1.944543648,
2009-02-05,2009-02-06,162.25,164.8000061,157.8459789,-2.550006104,-0.83279103,4.13657467,
2009-02-06,2009-02-09,166.3,163.8999908,164.9352068,2.400009155,0.89974916,0.636396103,
2009-02-09,2009-02-10,165.25,162.2500061,163.574956,2.999993896,0.556662202,1.166726189,
2009-02-10,2009-02-11,158.35,160.3000031,161.3212606,1.950003052,0.785336018,1.378858223,
2009-02-11,2009-02-12,159.25,158.1499908,159.9133925,-1.100009155,0.95784682,1.52027958,
2009-02-12,2009-02-13,158.9,161.1000122,157.2464972,-2.200012207,0.898268819,2.085965005,
2009-02-13,2009-02-16,159.1,158.2499939,163.7405876,-0.850006104,0.957619965,2.015254326,
2009-02-16,2009-02-17,156.5,151.8999939,159.0892684,-4.600006104,-0.840677917,4.490128061,
2009-02-17,2009-02-18,150.4,148.9,153.2323908,-1.5,-0.942688823,2.121320344,
2009-02-18,2009-02-19,148.65,149.15,148.6929852,0.5,-0.972724974,0.176776695,
2009-02-19,2009-02-20,147.45,142.9500031,152.1186053,-4.499996948,-0.302545935,4.384062043,
2009-02-20,2009-02-23,142.4,147.5000031,139.700761,-5.100003052,-0.960392475,3.217335854,
2009-02-23,2009-02-24,142.45,143.5,147.7499529,1.05,0.937767327,2.828427125,
2009-02-24,2009-02-25,147.1,143.8999939,143.6640372,3.200006104,0.58849901,0.282842712,
2009-02-25,2009-02-26,145.4,142.2000031,143.8940477,3.199996948,-0.131077617,1.202081528,
2009-02-26,2009-02-27,142.6,142.3999969,139.8486468,0.200003052,0.250304461,0.141421356,
2009-02-27,2009-03-02,139.8,138.0000061,144.2073155,-1.799993896,0.978895545,3.111269837,
2009-03-02,2009-03-03,135.1,139.8000031,138.2300359,4.700003052,-0.674129069,1.272792206,
2009-03-03,2009-03-04,137.6,143.3999908,138.3208396,5.799990845,-0.623888791,2.545584412,
2009-03-04,2009-03-05,143.4,144.4500031,143.6528864,1.050003052,0.945744574,0.74246212,
2009-03-05,2009-03-06,141.15,142.2500031,140.5256979,-1.100003052,0.321958899,1.555634919,
2009-03-06,2009-03-09,144.9,144.8500061,143.932807,0.049993896,0.983823001,1.838477631,
2009-03-09,2009-03-10,143.55,148.4999939,143.3399703,-4.949993896,-0.540026605,2.580939751,
2009-03-10,2009-03-11,152.15,153.5500031,148.6362454,-1.400003052,0.935646892,3.570889245,
2009-03-11,2009-03-12,152.9,152.8,152.8757053,0.1,0.546133697,0.530330086,
2009-03-12,2009-03-13,155.9,154.9999969,152.3082343,0.900003052,0.903264284,1.555634919,
2009-03-13,2009-03-16,154.95,154.6999969,157.3713942,-0.250003052,0.893824756,0.212132034,
2009-03-16,2009-03-17,157.1,160.3999969,153.170919,-3.299996948,-0.87701726,4.030508653,
2009-03-17,2009-03-18,161.6,161.1000122,161.4248271,0.499987793,0.904570401,0.494974747,
2009-03-18,2009-03-19,162,159.35,160.5627863,2.65,-0.661017895,1.237436867,
2009-03-19,2009-03-20,160.05,159.85,158.8786573,0.2,0.71927309,0.353553391,
2009-03-20,2009-03-23,161.45,164.2499939,159.7362706,-2.799993896,0.890914917,3.111269837,
2009-03-23,2009-03-24,167.25,166.6999969,163.9106573,0.550003052,0.698319256,1.732411614,
2009-03-24,2009-03-25,166.95,168.0000031,166.2211837,-1.050003052,0.798668981,0.919238816,
2009-03-25,2009-03-26,167.3,169.9499969,168.8615004,2.649996948,0.877733827,1.378858223,
2009-03-26,2009-03-27,170.25,169.95,169.5560561,0.3,-0.66770041,0,
2009-03-27,2009-03-30,169.95,163.3000061,171.0348434,-6.649993896,0.56874764,4.702260095,
2009-03-30,2009-03-31,164.9,165.3,163.3965309,-0.4,-0.826138616,1.414213562,
2009-03-31,2009-04-01,165.6,168.6000031,164.6812525,-3.000003052,-0.321937203,2.333452378,
2009-04-01,2009-04-02,171.1,173.8999878,168.15502,-2.799987793,0.864442468,3.74766594,
2009-04-02,2009-04-03,174.9,175.1000122,175.645003,0.200012207,0.904635549,0.848528137,
2009-04-03,2009-04-06,176.05,176.2499939,175.9425418,-0.199993896,-0.866188109,0.813172798,
2009-04-06,2009-04-07,176.4,176.1499939,176.5689099,-0.250006104,-0.935299039,0.070710678,
2009-04-07,2009-04-08,174.15,170.0000061,175.7785492,-4.149993896,-0.676979721,4.348706704,
2009-04-08,2009-04-09,171.6,177.5,170.8014202,-5.9,0.757162988,5.303300859,
2009-04-09,2009-04-10,180.1,181,177.3131141,-0.9,-0.638265491,2.474873734,
2009-04-10,2009-04-13,180,179.5,182.1125138,-0.5,0.459177375,1.060660172,
2009-04-13,2009-04-14,181.1,179,180.8126564,2.1,-0.833925247,0.353553391,
2009-04-14,2009-04-15,177.05,179,178.9230275,1.95,-0.95246762,0,
2009-04-15,2009-04-16,182.05,178.8999939,179.4093512,3.150006104,-0.372635245,0.070710678,
2009-04-16,2009-04-17,181.3,178.9,178.1461975,2.4,-0.392435282,0,
2009-04-17,2009-04-20,180.3,178.7000031,179.6732489,1.599996948,0.890408576,0.141421356,
2009-04-20,2009-04-21,175.9,179.5500061,178.4075399,3.650006104,-0.468983352,0.601040764,
2009-04-21,2009-04-22,179.95,181.9999969,180.8599022,2.049996948,0.624782324,1.732411614,
2009-04-22,2009-04-23,183.55,184.1000061,181.3232231,-0.550006104,-0.862255216,1.48492424,
2009-04-23,2009-04-24,183.85,182.1999908,183.8058944,1.650009155,0.747107327,1.343502884,
2009-04-24,2009-04-27,182.05,179.8999969,182.5951368,-2.150003052,0.840773225,1.626345597,
2009-04-27,2009-04-28,180.6,174.4500031,179.8120949,6.149996948,-0.079687595,3.853731957,
2009-04-28,2009-04-29,175.7,179.5500061,173.8118792,-3.850006104,0.430203259,3.606244584,
2009-04-29,2009-04-30,181.35,183.8500031,177.6977594,-2.500003052,0.905432701,3.040559159,
2009-04-30,2009-05-01,181.35,183.85,185.4726176,2.5,0.98409152,0,
2009-05-01,2009-05-04,185.55,186.3999878,184.8647296,-0.849987793,-0.596193552,1.803122292,
2009-05-04,2009-05-05,185.55,186.4,185.9183663,0.85,-0.926251411,0,
2009-05-05,2009-05-06,187,186.1000122,185.9788747,0.899987793,0.408911139,0.212132034,
2009-05-06,2009-05-07,188.65,187.2999969,185.3649488,1.350003052,0.858714163,0.848528137,
2009-05-07,2009-05-08,187.5,188.3500031,188.539676,0.850003052,0.950093031,0.74246212,
2009-05-08,2009-05-11,188.35,188.4999939,189.1019388,0.149993896,-0.720553815,0.106066017,
2009-05-11,2009-05-12,187.6,187.6000061,186.9292649,-6.10E-06,-0.890587389,0.636396103,
2009-05-12,2009-05-13,187.6,188.9499908,187.2451453,-1.349990845,0.921634495,0.954594155,
2009-05-13,2009-05-14,186.1,184.2500031,189.4292235,-1.849996948,0.913407803,3.323401872,
2009-05-14,2009-05-15,185.1,185.5500031,183.8156295,-0.450003052,-0.273957878,0.919238816,
2009-05-15,2009-05-18,184.35,184.1499908,185.6707955,-0.200009155,0.723235428,0.989949494,
2009-05-18,2009-05-19,188.25,189.8500122,186.6232802,-1.600012207,0.316281736,4.030508653,
2009-05-19,2009-05-20,190.1,190.85,189.5218825,-0.75,-0.942691505,0.707106781,
2009-05-20,2009-05-21,190.05,189.1499878,191.7455405,-0.900012207,0.008932835,1.202081528,
2009-05-21,2009-05-22,187.15,185.5500092,187.8682608,-1.599990845,-0.795364618,2.545584412,
2009-05-22,2009-05-25,184.5,185.3999908,187.0778499,0.899990845,0.918783426,0.106066017,
2009-05-25,2009-05-26,186.2,181.5000061,183.9783795,4.699993896,-0.796309531,2.757716447,
2009-05-26,2009-05-27,184.5,180.9499969,180.3304354,3.550003052,0.933419228,0.38890873,
2009-05-27,2009-05-28,179.95,184.3999969,179.9023991,-4.449996948,0.977675855,2.439518395,
2009-05-28,2009-05-29,185.05,184.6000122,185.7544301,-0.449987793,0.979740679,0.141421356,
2009-05-29,2009-06-01,184.95,187.4499908,185.2027197,2.499990845,-0.622736692,2.015254326,
2009-06-01,2009-06-02,190.35,187.1000092,186.9799577,3.249990845,-0.873325527,0.247487373,
2009-06-02,2009-06-03,188.6,186.4999939,187.5380942,2.100006104,0.487651378,0.424264069,
2009-06-03,2009-06-04,186.45,182,185.5231456,4.45,-0.291870713,3.181980515,
2009-06-04,2009-06-05,183.75,184.1999969,183.031273,-0.449996948,0.927538097,1.555634919,
2009-06-05,2009-06-08,184.05,184.3999969,183.6246401,-0.349996948,-0.643733799,0.141421356,
2009-06-08,2009-06-09,186.15,181.3500122,184.5072647,4.799987793,0.796908736,2.156675683,
2009-06-09,2009-06-10,182.9,188.2499939,182.1727873,-5.349993896,0.483056426,4.87903679,
2009-06-10,2009-06-11,187.8,189.8500061,187.720603,-2.050006104,-0.743519068,1.13137085,
2009-06-11,2009-06-12,190.85,190.1999908,189.9648288,0.650009155,0.693630397,0.247487373,
2009-06-12,2009-06-15,190.35,188.2500031,189.1655393,2.099996948,0.458185345,1.378858223,
2009-06-15,2009-06-16,186.45,186,188.4841786,-0.45,0.950811267,1.590990258,
2009-06-16,2009-06-17,185.8,185.3500061,185.38483,0.449993896,0.346157581,0.459619408,
2009-06-17,2009-06-18,184.9,183.6499878,184.8199001,1.250012207,0.882131159,1.202081528,
2009-06-18,2009-06-19,184.5,183.8500122,183.4602086,0.649987793,0.91013515,0.141421356,
2009-06-19,2009-06-22,183.85,186.35,183.731255,-2.5,0.759962738,1.767766953,
2009-06-22,2009-06-23,183.55,181.8999878,186.193086,-1.650012207,0.604381859,3.146625176,
2009-06-23,2009-06-24,182.2,182.3000092,181.7222343,-0.100009155,0.60771513,0.282842712,
2009-06-24,2009-06-25,183,186.8,181.8127403,-3.8,0.66945076,3.181980515,
