month,year,시가,loss_profits_0,누적손익,고점대비하락폭,leverage,invest rate,행 레이블,평균 : 시가,합계 : loss_profits_0,행 레이블,평균 : 시가,합계 : loss_profits_0,,년,지수평균,손익,누적,고점대비하락폭,,최대평가손,수익률
1,2007,201.9,0.600006104,1.004457698,0,7.5,0.2,2007,230.1318008,82.84988403,2007,230.1318008,82.84988403,,2007,230.1318008,82.84988403,1.540015876,0,,-16.75007629,-0.109177064
1,2007,202.35,1.050003052,1.01227596,0,1.050003052,,1,194.723913,5.299987793,1,194.723913,5.299987793,5.299987793,2008,205.4921756,50.45000458,2.107145557,0,,-12.14994812,-0.08868913
1,2007,202.2,0.699996948,1.017532563,0,1.75,,2,200.35,4.899978638,2,200.35,4.899978638,10.19996643,2009,193.46341,12.15011597,2.305648697,0,,-25.39986877,-0.196935447
1,2007,198.35,-0.150009155,1.016378246,0.001134428,1.599990845,,3,198.125,-12.45002747,3,198.125,-12.45002747,-2.250061035,2010,239.6787356,0.199874878,2.308532816,0,,-12.65010071,-0.079169105
1,2007,196,-0.199996948,1.014822589,0.00266328,1.399993896,,4,208.3761905,-3.400024414,4,208.3761905,-3.400024414,-5.650085449,2011,267.5926923,9.400115967,2.430175578,0,,-2.799987793,-0.015695427
1,2007,193.35,0.699996948,1.020333626,0,2.099990845,,5,218.6869565,-6.649978638,5,218.6869565,-6.649978638,-12.30006409,2012,258.058046,-38.20014954,1.890569827,0.222043936,,-39.50001526,-0.229599595
1,2007,193.3,0.949996948,1.027855462,0,3.049987793,,6,233.7666667,7.149978638,6,233.7666667,7.149978638,-5.150085449,2013,255.4212644,33.19995117,2.259177504,0.070364494,,0.64994812,0.003816919
1,2007,192.45,-0.399993896,1.024650973,0.003117645,2.649993896,,7,252.3227273,-11.59999084,7,252.3227273,-11.59999084,-16.75007629,2014,253.2586207,-21.85003662,1.9668097,0.19067177,,-30.00003052,-0.177684162
1,2007,190.4,0.449996948,1.028283508,0,3.099990845,,8,239.7891304,42.69996643,8,239.7891304,42.69996643,25.94989014,2015,244.0438697,16.95007324,2.171716927,0.1063539,,1.900009155,0.011678284
1,2007,193.2,1.699996948,1.041855549,0,4.799987793,,9,248.4725,8.499954224,9,248.4725,8.499954224,34.44984436,2016,245.2247126,23.85003662,2.488541816,0,,-4.10005188,-0.025079356
1,2007,195.2,0.699996948,1.047459768,0,5.499984741,,10,262.65,10.25003052,10,262.65,10.25003052,12.885,2017,301.1430769,13.70007324,2.658360788,0,,-13.24996948,-0.065998377
1,2007,195.5,0.5,1.051478156,0,5.999984741,,11,252.4772727,40.00001526,11,252.4772727,40.00001526,52.88501526,2018,300.4088123,-9.750488281,2.528935578,0.048686096,,-13.95053101,-0.069657732
1,2007,194.75,-0.599990845,1.046619024,0.004621239,5.399993896,,12,251.1452381,-1.850006104,12,251.1452381,-1.850006104,51.03500916,,,,1.080384008,,,,-0.229599595
1,2007,193.05,0.600006104,1.051498416,0,6,,2008,205.4921756,50.45000458,2008,205.4921756,50.45000458,,월,지수평균,손익,누적,고점대비하락폭,수율,,
1,2007,192.85,-1.850006104,1.036367912,0.014389469,4.149993896,,1,232.3326087,-12.14994812,1,232.3326087,-12.14994812,-12.14994812,1,194.723913,5.299987793,1.040826941,0,0.541666667,,
1,2007,191.4,0.949996948,1.044083793,0.007051483,5.099990845,,2,225.3261905,6.75,2,225.3261905,6.75,-5.39994812,2,200.35,4.899978638,1.079010343,0,,,
1,2007,190.95,-1.050003052,1.035471922,0.015241577,4.049987793,,3,219.6642857,25.55000305,3,219.6642857,25.55000305,20.15005493,3,198.125,-12.45002747,0.977304034,0.094258883,,,
1,2007,192.85,-1.050003052,1.02701523,0.023284093,2.999984741,,4,237.7386364,-0.500076294,4,237.7386364,-0.500076294,19.64997864,4,208.3761905,-3.400024414,0.95338438,0.116427024,,,
1,2007,195.7,-0.550003052,1.022685683,0.027401594,2.449981689,,5,246.6386364,17.25,5,246.6386364,17.25,36.89997864,5,218.6869565,-6.649978638,0.909897659,0.156729438,,,
1,2007,194,1.099990845,1.031383711,0.019129563,3.549972534,,6,233.8214286,-13.55004883,6,233.8214286,-13.55004883,23.34992981,6,233.7666667,7.149978638,0.951642803,0.118041074,,,
1,2007,193.4,0.850006104,1.038183213,0.012663075,4.399978638,,7,210.6021739,9.099990845,7,210.6021739,9.099990845,32.44992065,7,252.3227273,-11.59999084,0.886018228,0.178860301,,,
1,2007,191.95,-0.149993896,1.036966324,0.013820365,4.249984741,,8,206.047619,3.850006104,8,206.047619,3.850006104,36.29992676,8,239.7891304,42.69996643,1.122682095,0,,,
1,2007,193.55,0.449996948,1.04058269,0.010381116,4.699981689,,9,192.8818182,24.1000061,9,192.8818182,24.1000061,60.39993286,9,248.4725,8.499954224,1.180290562,0,,,
2,2007,192.3,0.699996948,1.046264474,0.004977604,0.699996948,,10,165.0717391,-22.09997559,10,165.0717391,-22.09997559,38.29995728,10,262.65,10.25003052,1.249382591,0,,,
2,2007,195,-0.450012207,1.042642691,0.008422006,0.249984741,,11,145.2125,2.600028992,11,145.2125,2.600028992,40.89998627,11,252.4772727,40.00001526,1.54629242,0,,,
2,2007,198.35,-0.349990845,1.039883058,0.011046482,-0.100006104,,12,150.8173913,9.550018311,12,150.8173913,9.550018311,50.45000458,12,251.1452381,-1.850006104,1.529206786,0.01104942,,,
2,2007,199.25,-0.350006104,1.037143043,0.013652302,-0.450012207,,2009,193.46341,12.15011597,2009,193.46341,12.15011597,,1,232.3326087,-12.14994812,1.409250854,0.088625906,,,
2,2007,200.4,-0.300003052,1.034814105,0.015867177,-0.750015259,,1,155.775,13.15002441,1,155.775,13.15002441,13.15002441,2,225.3261905,6.75,1.472575339,0.047673442,,,
2,2007,200.3,0.100006104,1.0355891,0.015130138,-0.650009155,,2,154.105,11.8500061,2,154.105,11.8500061,3.550067139,3,219.6642857,25.55000305,1.729496742,0,,,
2,2007,199.6,-0.399993896,1.032476155,0.018090623,-1.050003052,,3,155.0090909,-8.350021362,3,155.0090909,-8.350021362,-4.799954224,4,237.7386364,-0.500076294,1.724039823,0.003155206,,,
2,2007,198.05,-1.650009155,1.019573389,0.03036146,-2.700012207,,4,177.9386364,8.199981689,4,177.9386364,8.199981689,3.400027466,5,246.6386364,17.25,1.904909824,0,,,
2,2007,197.5,-0.25,1.01763749,0.032202546,-2.950012207,,5,186.2119048,-5.250015259,5,186.2119048,-5.250015259,-1.849987793,6,233.8214286,-13.55004883,1.739324352,0.086925623,,,
2,2007,200,1.100006104,1.026033046,0.024218172,-1.850006104,,6,186.1681818,-3.699981689,6,186.1681818,-3.699981689,-5.549969482,7,210.6021739,9.099990845,1.85205706,0.027745546,,,
2,2007,202.3,-1.349990845,1.015762642,0.033985571,-3.199996948,,7,196.9130435,-5.349990845,7,196.9130435,-5.349990845,-10.89996033,8,206.047619,3.850006104,1.903965675,0.00049564,,,
2,2007,202.15,-0.100006104,1.015008876,0.03470242,-3.300003052,,8,213.85,-3.649902344,8,213.85,-3.649902344,-14.54986267,9,192.8818182,24.1000061,2.260807897,0,,,
2,2007,202.15,0.649993896,1.019904372,0.030046688,-2.650009155,,9,225.4204545,-10.8500061,9,225.4204545,-10.8500061,-25.39986877,10,165.0717391,-22.09997559,1.806788939,0.200821555,,,
2,2007,202.8,0,1.019904372,0.030046688,-2.650009155,,10,223.5931818,15.8999939,10,223.5931818,15.8999939,-9.499874878,11,145.2125,2.600028992,1.855314758,0.179357627,,,
2,2007,203.3,0.299987793,1.022161815,0.027899805,-2.350021362,,11,217.5904762,-5.649993896,11,217.5904762,-5.649993896,-15.14986877,12,150.8173913,9.550018311,2.031537371,0.101410883,,,
2,2007,203.4,-0.050003052,1.021784889,0.028258271,-2.400024414,,12,225.4891304,5.850021362,12,225.4891304,5.850021362,-9.299847412,1,155.775,13.15002441,2.288781146,0,,,
2,2007,205.05,-0.099990845,1.021037492,0.028969063,-2.500015259,,2010,239.6787356,0.199874878,2010,239.6787356,0.199874878,,2,154.105,11.8500061,2.552777161,0,,,
2,2007,204.8,0,1.021037492,0.028969063,-2.500015259,,1,231.3119048,-2.600036621,1,231.3119048,-2.600036621,-2.600036621,3,155.0090909,-8.350021362,2.346507867,0.080801919,,,
2,2007,204.8,0.050003052,1.02141143,0.028613439,-2.450012207,,2,219.27,5.700042725,2,219.27,5.700042725,3.100006104,4,177.9386364,8.199981689,2.508709752,0.017262536,,,
2,2007,195.5,7.349990845,1.079012693,0,4.899978638,,3,227.7673913,0.400024414,3,227.7673913,0.400024414,3.500030518,5,186.2119048,-5.250015259,2.402614781,0.058823145,,,
3,2007,195.5,-2.199996948,1.060799205,0.016879772,-2.199996948,,4,237.2772727,0.799957275,4,237.2772727,0.799957275,4.299987793,6,186.1681818,-3.699981689,2.330988975,0.086881138,,,
3,2007,196.45,-1.25,1.050674499,0.026263078,-3.449996948,,5,225.3452381,-15.00003052,5,225.3452381,-15.00003052,-10.70004272,7,196.9130435,-5.349990845,2.235991944,0.124094348,,,
3,2007,196,-1.199996948,1.041025472,0.035205537,-4.649993896,,6,230.4590909,11.89996338,6,230.4590909,11.89996338,1.199920654,8,213.85,-3.649902344,2.178747481,0.146518735,,,
3,2007,193.35,1.050003052,1.049505534,0.027346444,-3.599990845,,7,235.3954545,-4.649963379,7,235.3954545,-4.649963379,-3.450042725,9,225.4204545,-10.8500061,2.021445273,0.208138766,,,
3,2007,197.4,-1.800003052,1.03515057,0.040650238,-5.399993896,,8,239.0818182,-3.75,8,239.0818182,-3.75,-7.200042725,10,223.5931818,15.8999939,2.237066568,0.123673385,,,
3,2007,196.45,-0.800003052,1.028827407,0.046510376,-6.199996948,,9,244.5727273,-3.950012207,9,244.5727273,-3.950012207,-11.15005493,11,217.5904762,-5.649993896,2.149934451,0.15780567,,,
3,2007,198.2,-0.449996948,1.025323604,0.049757607,-6.649993896,,10,253.2880952,-1.500045776,10,253.2880952,-1.500045776,-12.65010071,12,225.4891304,5.850021362,2.233600319,0.12503122,,,
3,2007,198.2,-1.699996948,1.012132027,0.061983206,-8.349990845,,11,258.025,9.949981689,11,258.025,9.949981689,-2.700119019,1,231.3119048,-2.600036621,2.195940502,0.139783709,,,
3,2007,199.1,0,1.012132027,0.061983206,-8.349990845,,12,271.1913043,2.899993896,12,271.1913043,2.899993896,0.199874878,2,219.27,5.700042725,2.281567501,0.106241024,,,
3,2007,195.05,-3.5,0.984889304,0.087231031,-11.84999084,,2011,267.5926923,9.400115967,2011,267.5926923,9.400115967,,3,227.7673913,0.400024414,2.287578125,0.103886481,,,
3,2007,196.2,1.699996948,0.99768983,0.075367847,-10.1499939,,1,284.4119048,0.399963379,1,284.4119048,0.399963379,0.399963379,4,237.2772727,0.799957275,2.299146646,0.099354742,,,
3,2007,197.45,0.199996948,0.999205669,0.073963008,-9.949996948,,2,275.0775,-3.199951172,2,275.0775,-3.199951172,-2.799987793,5,225.3452381,-15.00003052,2.069583753,0.189281468,,,
3,2007,196.8,0.050003052,0.999586487,0.073610076,-9.899993896,,3,271.5108696,7.399871826,3,271.5108696,7.399871826,4.599884033,6,230.4590909,11.89996338,2.229880993,0.126488192,,,
3,2007,199.4,-0.449996948,0.996202754,0.076746029,-10.34999084,,4,292.4,-1,4,292.4,-1,3.599884033,7,235.3954545,-4.649963379,2.163807935,0.152371007,,,
3,2007,199.75,-0.100006104,0.995454622,0.077439378,-10.44999695,,5,288.2113636,19.85006714,5,288.2113636,19.85006714,23.44995117,8,239.0818182,-3.75,2.112898921,0.172313607,,,
3,2007,201.15,-2.449996948,0.97726774,0.094294491,-12.8999939,,6,280.5613636,-0.549926758,6,280.5613636,-0.549926758,22.90002441,9,244.5727273,-3.950012207,2.061711837,0.192365135,,,
3,2007,200.65,-0.350006104,0.974710678,0.096664308,-13.25,,7,287.9714286,0.050048828,7,287.9714286,0.050048828,22.95007324,10,253.2880952,-1.500045776,2.043396751,0.199539708,,,
3,2007,200.75,-0.450012207,0.971433231,0.099701758,-13.70001221,,8,247.9804348,-17.99996948,8,247.9804348,-17.99996948,4.95010376,11,258.025,9.949981689,2.161593207,0.153238583,,,
3,2007,200.2,0.099990845,0.972161011,0.099027271,-13.60002136,,9,239.3227273,-2.600021362,9,239.3227273,-2.600021362,2.350082397,12,271.1913043,2.899993896,2.196265818,0.139656273,,,
3,2007,200.7,0.800003052,0.977973655,0.093640268,-12.80001831,,10,245.6785714,-2.39994812,10,245.6785714,-2.39994812,-0.049865723,1,284.4119048,0.399963379,2.200898672,0.137841444,,,
3,2007,198.55,-0.350006104,0.975387681,0.09603688,-13.15002441,,11,250.0181818,5.799987793,11,250.0181818,5.799987793,5.75012207,2,275.0775,-3.199951172,2.162494395,0.15288556,,,
3,2007,201.45,0.699996948,0.980471586,0.091325253,-12.45002747,-9.775,12,251.1840909,3.649993896,12,251.1840909,3.649993896,9.400115967,3,271.5108696,7.399871826,2.250900698,0.118254138,,,
4,2007,201.45,-1.050003052,0.972805926,0.098429581,-1.050003052,,2012,258.058046,-38.20014954,2012,258.058046,-38.20014954,,4,292.4,-1,2.239353669,0.122777458,,,
4,2007,201.85,-0.349990845,0.970275781,0.100774452,-1.399993896,,1,257.1181818,-0.650024414,1,257.1181818,-0.650024414,-0.650024414,5,288.2113636,19.85006714,2.470701178,0.032151644,,,
4,2007,203.4,-1.050003052,0.962762562,0.107737501,-2.449996948,,2,271.9119048,-2.600128174,2,271.9119048,-2.600128174,-3.250152588,6,280.5613636,-0.549926758,2.463436967,0.034997255,,,
4,2007,205,-0.100006104,0.962058058,0.108390416,-2.550003052,,3,273.8909091,9.349975586,3,273.8909091,9.349975586,6.099822998,7,287.9714286,0.050048828,2.464079177,0.034745682,,,
4,2007,205.25,0.75,0.967331215,0.103503397,-1.800003052,,4,270.3404762,-3.399902344,4,270.3404762,-3.399902344,2.699920654,8,247.9804348,-17.99996948,2.195791782,0.139841967,,,
4,2007,205.7,-0.850006104,0.961335317,0.109060234,-2.650009155,,5,254.4,-22.64994812,5,254.4,-22.64994812,-19.95002747,9,239.3227273,-2.600021362,2.160008894,0.153859206,,,
4,2007,206.55,0.150009155,0.962382587,0.108089652,-2.5,,6,247.4642857,-12.19998169,6,247.4642857,-12.19998169,-32.15000916,10,245.6785714,-2.39994812,2.128358336,0.166257687,,,
4,2007,207.55,-0.75,0.957166107,0.112924145,-3.25,,7,242.7272727,-7.350006104,7,242.7272727,-7.350006104,-39.50001526,11,250.0181818,5.799987793,2.202419664,0.137245625,,,
4,2007,208.25,-0.399993896,0.954408408,0.115479907,-3.649993896,,8,256.3413043,0.899978638,8,256.3413043,0.899978638,-38.60003662,12,251.1840909,3.649993896,2.250425202,0.118440404,,,
4,2007,209.25,-0.550003052,0.950645486,0.118967282,-4.199996948,,9,258.6525,7.900039673,9,258.6525,7.900039673,-30.69999695,1,257.1181818,-0.650024414,2.2418912,0.121783431,,,
4,2007,209.3,0.399993896,0.953370659,0.116441665,-3.800003052,,10,255.5478261,-8.250137329,10,255.5478261,-8.250137329,-38.95013428,2,271.9119048,-2.600128174,2.209734437,0.134380207,,,
4,2007,210.7,-0.449996948,0.950316455,0.11927222,-4.25,,11,248.5909091,1.450012207,11,248.5909091,1.450012207,-37.50012207,3,273.8909091,9.349975586,2.32288695,0.090054947,,,
4,2007,210.5,-0.650009155,0.945914689,0.123351658,-4.900009155,,12,260.9619048,-0.700027466,12,260.9619048,-0.700027466,-38.20014954,4,270.3404762,-3.399902344,2.279066715,0.107220658,,,
4,2007,210.45,0,0.945914689,0.123351658,-4.900009155,,2013,255.4212644,33.19995117,2013,255.4212644,33.19995117,,5,254.4,-22.64994812,1.974699127,0.226450645,,,
4,2007,208.35,-0.649993896,0.941488204,0.127454005,-5.550003052,,1,263.5152174,0.64994812,1,263.5152174,0.64994812,0.64994812,6,247.4642857,-12.19998169,1.828670218,0.283654584,,,
4,2007,211.65,-1.300003052,0.932813948,0.135493073,-6.850006104,,2,260.7775,8.299972534,2,260.7775,8.299972534,8.949920654,7,242.7272727,-7.350006104,1.745609482,0.316191986,,,
4,2007,211.55,0.050003052,0.933144675,0.135186564,-6.800003052,,3,261.8547619,-0.649993896,3,261.8547619,-0.649993896,8.299926758,8,256.3413043,0.899978638,1.75480237,0.312590853,,,
4,2007,213,-0.100006104,0.932487491,0.135795625,-6.900009155,,4,251.8909091,0.89994812,4,251.8909091,0.89994812,9.199874878,9,258.6525,7.900039673,1.835197929,0.281097482,,,
4,2007,213.7,2,0.945578097,0.123663602,-4.900009155,,5,254.7956522,8.000030518,5,254.7956522,8.000030518,17.1999054,10,255.5478261,-8.250137329,1.746326297,0.315911187,,,
4,2007,211.75,1.049987793,0.952611241,0.117145474,-3.850021362,,6,244.8675,-1.249969482,6,244.8675,-1.249969482,15.94993591,11,248.5909091,1.450012207,1.761605584,0.309925829,,,
4,2007,210.7,0.449996948,0.955663012,0.114317174,-3.400024414,-9.9275,7,240.9413043,3.400039673,7,240.9413043,3.400039673,19.34997559,12,260.9619048,-0.700027466,1.754517352,0.312702503,,,
5,2007,210.7,-0.949996948,0.949199721,0.120307178,-0.949996948,,8,243.6863636,7.699996948,8,243.6863636,7.699996948,27.04997253,1,263.5152174,0.64994812,1.761008506,0.310159722,,,
5,2007,213,1.350006104,0.958223844,0.111943864,0.400009155,,9,257.5761905,4.25,9,257.5761905,4.25,31.29997253,2,260.7775,8.299972534,1.84508203,0.277225581,,,
5,2007,213.45,-0.949996948,0.951826727,0.11787254,-0.549987793,,10,264.4521739,0.100036621,10,264.4521739,0.100036621,31.40000916,3,261.8547619,-0.649993896,1.838212045,0.279916761,,,
5,2007,213.9,0,0.951826727,0.11787254,-0.549987793,,11,261.2761905,-0.399993896,11,261.2761905,-0.399993896,31.00001526,4,251.8909091,0.89994812,1.848063307,0.276057724,,,
5,2007,214.75,-0.450012207,0.948834874,0.120645309,-1,,12,259.5136364,2.199935913,12,259.5136364,2.199935913,33.19995117,5,254.7956522,8.000030518,1.935101073,0.2419624,,,
5,2007,216.05,-0.100006104,0.948176073,0.121255868,-1.100006104,,2014,253.2586207,-21.85003662,2014,253.2586207,-21.85003662,,6,244.8675,-1.249969482,1.920283974,0.247766705,,,
5,2007,215.8,0,0.948176073,0.121255868,-1.100006104,,1,253.5413043,-9.400024414,1,253.5413043,-9.400024414,-9.400024414,7,240.9413043,3.400039673,1.960931063,0.231844012,,,
5,2007,218.2,-0.300003052,0.946220603,0.123068145,-1.400009155,,2,250.365,-7.950042725,2,250.365,-7.950042725,-17.35006714,8,243.6863636,7.699996948,2.053873255,0.195435745,,,
5,2007,217.45,1.449996948,0.955684964,0.114296829,0.049987793,,3,251.8047619,-1.100036621,3,251.8047619,-1.100036621,-18.45010376,9,257.5761905,4.25,2.104706532,0.175522813,,,
5,2007,219.95,-1.350006104,0.946886279,0.122451214,-1.300018311,,4,257.9295455,7.049972534,4,257.9295455,7.049972534,-11.40013123,10,264.4521739,0.100036621,2.105900781,0.17505499,,,
5,2007,218.05,0.600006104,0.950794586,0.1188291,-0.700012207,,5,256.7977273,2.399917603,5,256.7977273,2.399917603,-9.000213623,11,261.2761905,-0.399993896,2.101064821,0.176949382,,,
5,2007,216.7,-0.550003052,0.94717479,0.12218383,-1.250015259,,6,257.2095238,-3.84992981,6,257.2095238,-3.84992981,-12.85014343,12,259.5136364,2.199935913,2.127781382,0.166483697,,,
5,2007,219.55,-1.399993896,0.938115084,0.130580122,-2.650009155,,7,258.6695652,3.750030518,7,258.6695652,3.750030518,-9.100112915,1,253.5413043,-9.400024414,2.009450384,0.212837526,,,
5,2007,219.6,0.199996948,0.939396642,0.129392408,-2.450012207,,8,262.547619,-4.899902344,8,262.547619,-4.899902344,-14.00001526,2,250.365,-7.950042725,1.913738825,0.250330638,,,
5,2007,218.2,1,0.945854456,0.12340748,-1.450012207,,9,257.6636364,-4.049972534,9,257.6636364,-4.049972534,-18.04998779,3,251.8047619,-1.100036621,1.901198259,0.255243157,,,
5,2007,221.45,-0.5,0.942651066,0.126376296,-1.950012207,,10,242.65,-11.95004272,10,242.65,-11.95004272,-30.00003052,4,257.9295455,7.049972534,1.979146263,0.224708567,,,
5,2007,222.95,0.199996948,0.943919471,0.125200772,-1.750015259,,11,245.745,1.449996948,11,245.745,1.449996948,-28.55003357,5,256.7977273,2.399917603,2.006890597,0.213840272,,,
5,2007,222.95,-0.099990845,0.943284463,0.12578928,-1.850006104,,12,244.3956522,6.699996948,12,244.3956522,6.699996948,-21.85003662,6,257.2095238,-3.84992981,1.961831683,0.231491212,,,
5,2007,220.95,-2.099990845,0.929836475,0.138252515,-3.949996948,,2015,244.0438697,16.95007324,2015,244.0438697,16.95007324,,7,258.6695652,3.750030518,2.004493807,0.214779168,,,
5,2007,223.1,-0.5,0.926710624,0.14114947,-4.449996948,,1,243.3363636,1.900009155,1,243.3363636,1.900009155,1.900009155,8,262.547619,-4.899902344,1.948379278,0.236760925,,,
5,2007,224,0.100006104,0.927331227,0.140574312,-4.349990845,,2,247.1,2.950012207,2,247.1,2.950012207,4.850021362,9,257.6636364,-4.049972534,1.902442164,0.254755882,,,
5,2007,223.25,-0.199996948,0.926085112,0.141729177,-4.549987793,,3,251.4636364,2.549987793,3,251.4636364,2.549987793,7.400009155,10,242.65,-11.95004272,1.761904774,0.309808627,,,
5,2007,225.8,-2.099990845,0.913165912,0.153702345,-6.649978638,,4,259.6590909,3.749984741,4,259.6590909,3.749984741,11.1499939,11,245.745,1.449996948,1.777498722,0.303700006,,,
6,2007,229.25,0.350006104,0.915257168,0.151764225,0.350006104,,5,258.6904762,2.800079346,5,258.6904762,2.800079346,13.95007324,12,244.3956522,6.699996948,1.850592715,0.275066879,,,
6,2007,232.7,2.100006104,0.927646805,0.140281843,2.450012207,,6,247.3840909,5.350006104,6,247.3840909,5.350006104,19.30007935,1,243.3363636,1.900009155,1.8722673,0.266576289,,,
6,2007,232.85,0.449996948,0.930335907,0.137789655,2.900009155,,7,242.2673913,7.299987793,7,242.2673913,7.299987793,26.60006714,2,247.1,2.950012207,1.905795495,0.253442281,,,
6,2007,232.85,0.949996948,0.936029376,0.1325131,3.850006104,,8,228.2761905,-6.400009155,8,228.2761905,-6.400009155,20.20005798,3,251.4636364,2.549987793,1.93478431,0.242086485,,,
6,2007,230.8,3,0.954279516,0.115599361,6.850006104,,9,227.8068182,-1.250015259,9,227.8068182,-1.250015259,18.95004272,4,259.6590909,3.749984741,1.976697411,0.225667857,,,
6,2007,231.7,3.649993896,0.97682881,0.09470128,10.5,,10,241.3522727,-8.650009155,10,241.3522727,-8.650009155,10.30003357,5,258.6904762,2.800079346,2.008791226,0.213095739,,,
6,2007,232.7,-1.699996948,0.966124431,0.104621811,8.800003052,,11,242.347619,0.500030518,11,242.347619,0.500030518,10.80006409,6,247.3840909,5.350006104,2.073955352,0.18756898,,,
6,2007,229.75,-0.200012207,0.964862821,0.105791038,8.599990845,,12,239.2891304,6.150009155,12,239.2891304,6.150009155,16.95007324,7,242.2673913,7.299987793,2.167693815,0.15084879,,,
6,2007,230.3,0.900009155,0.970518826,0.100549204,9.5,,2016,245.2247126,23.85003662,2016,245.2247126,23.85003662,,8,228.2761905,-6.400009155,2.076532795,0.186559318,,,
6,2007,232.7,-2.550003052,0.95456593,0.11533392,6.949996948,,1,230.4047619,-1.449996948,1,230.4047619,-1.449996948,-1.449996948,9,227.8068182,-1.250015259,2.059441356,0.193254552,,,
6,2007,235.05,0.349990845,0.956697962,0.11335801,7.299987793,,2,231.3071429,-2.650054932,2,231.3071429,-2.650054932,-4.10005188,10,241.3522727,-8.650009155,1.948726509,0.236624905,,,
6,2007,236.75,1.650009155,0.9666994,0.104088945,8.949996948,,3,241.5347826,8.649978638,3,241.5347826,8.649978638,4.549926758,11,242.347619,0.500030518,1.954757656,0.234262322,,,
6,2007,239.85,0.099990845,0.96730391,0.103528702,9.049987793,,4,244.2309524,1.900024414,4,244.2309524,1.900024414,6.449951172,12,239.2891304,6.150009155,2.030116976,0.204741798,,,
6,2007,239.85,-0.349990845,0.965186665,0.105490908,8.699996948,,5,239.8340909,3.85005188,5,239.8340909,3.85005188,10.30000305,1,230.4047619,-1.449996948,2.010952897,0.212248947,,,
6,2007,236.2,0.800003052,0.970090257,0.100946391,9.5,,6,241.7431818,2.299987793,6,241.7431818,2.299987793,12.59999084,2,231.3071429,-2.650054932,1.97639407,0.225786684,,,
6,2007,238.85,-0.149993896,0.969176455,0.101793277,9.350006104,,7,245.4571429,-1.199996948,7,245.4571429,-1.199996948,11.3999939,3,241.5347826,8.649978638,2.082563664,0.184196844,,,
6,2007,234,1.099990845,0.976010335,0.095459821,10.44999695,,8,251.6978261,5.349960327,8,251.6978261,5.349960327,16.74995422,4,244.2309524,1.900024414,2.106866,0.174676884,,,
6,2007,234.15,-1.100006104,0.969132582,0.101833938,9.349990845,,9,253.7431818,3.299957275,9,253.7431818,3.299957275,20.0499115,5,239.8340909,3.85005188,2.157598217,0.154803541,,,
6,2007,232.2,0.899993896,0.974767035,0.096612078,10.24998474,,10,254.797619,-5.099960327,10,254.797619,-5.099960327,14.94995117,6,241.7431818,2.299987793,2.188389879,0.142741516,,,
6,2007,232.4,-2,0.962183984,0.108273712,8.249984741,,11,249.8522727,6.999969482,11,249.8522727,6.999969482,21.94992065,7,245.4571429,-1.199996948,2.172341897,0.149027996,,,
6,2007,234.2,-1.100006104,0.955405109,0.114556191,7.149978638,,12,257.0613636,1.900115967,12,257.0613636,1.900115967,23.85003662,8,251.6978261,5.349960327,2.24160318,0.121896257,,,
7,2007,231.05,0.049987793,0.955715163,0.114268841,0.049987793,,2017,301.1430769,13.70007324,2017,301.1430769,13.70007324,,9,253.7431818,3.299957275,2.285331615,0.104766507,,,
7,2007,237,-1.75,0.94512971,0.124079155,-1.700012207,,1,266.6977273,-2.849975586,1,266.6977273,-2.849975586,-2.849975586,10,254.797619,-5.099960327,2.216717744,0.131644635,,,
7,2007,240.7,-0.550003052,0.941890257,0.127081393,-2.250015259,,2,270.1325,0.150054932,2,270.1325,0.150054932,-2.699920654,11,249.8522727,6.999969482,2.309874531,0.095152305,,,
7,2007,244.2,0.100006104,0.942468849,0.12654517,-2.150009155,,3,277.4847826,-6,3,277.4847826,-6,-8.699920654,12,257.0613636,1.900115967,2.335485319,0.085119785,,,
7,2007,247,0.950012207,0.947906239,0.121505942,-1.199996948,,4,280.4825,-2.300048828,4,280.4825,-2.300048828,-10.99996948,1,266.6977273,-2.849975586,2.298049251,0.099784624,,,
7,2007,248.2,-0.75,0.943609726,0.125487835,-1.949996948,,5,298.2152174,-1.600036621,5,298.2152174,-1.600036621,-12.6000061,2,270.1325,0.150054932,2.299964054,0.099034538,,,
7,2007,249.75,0.25,0.945026558,0.124174754,-1.699996948,,6,307.6886364,-0.649963379,6,307.6886364,-0.649963379,-13.24996948,3,277.4847826,-6,2.225366534,0.128256642,,,
7,2007,248.95,2.550003052,0.959546465,0.110718094,0.850006104,,7,315.7142857,2.949890137,7,315.7142857,2.949890137,-10.30007935,4,280.4825,-2.300048828,2.197993427,0.138979516,,,
7,2007,251.15,-1.100006104,0.953242422,0.116560512,-0.25,,8,309.2891304,6.600036621,8,309.2891304,6.600036621,-3.700042725,5,298.2152174,-1.600036621,2.180303837,0.145909063,,,
7,2007,257.9,-4.600006104,0.92773881,0.140196574,-4.850006104,,9,310.1190476,8.300079346,9,310.1190476,8.300079346,4.600036621,6,307.6886364,-0.649963379,2.173395306,0.148615344,,,
7,2007,261.55,0.300018311,0.929335094,0.138717182,-4.549987793,,10,321.6818182,12.1499939,10,321.6818182,12.1499939,16.75003052,7,315.7142857,2.949890137,2.203856126,0.136682919,,,
