date_base,date_pred,iiindex_today,iindex_real,index_pred_0,loss_profits_0,asset_rebalancing_0,std
2006-12-29,2007-01-01,201.9,201.3,202.2535858,-0.6,"tf.Tensor(1.0, shape=(), dtype=float32)",0
2007-01-01,2007-01-02,202.35,201.4999969,201.2379696,0.850003052,"tf.Tensor(-1.0, shape=(), dtype=float32)",0.141421356
2007-01-02,2007-01-03,202.2,198.5,201.3693055,3.7,"tf.Tensor(-1.0, shape=(), dtype=float32)",2.121320344
2007-01-03,2007-01-04,198.35,196.1999969,199.0631133,-2.150003052,"tf.Tensor(1.0, shape=(), dtype=float32)",1.626345597
2007-01-04,2007-01-05,196,194.0500061,197.1168991,-1.949993896,"tf.Tensor(1.0, shape=(), dtype=float32)",1.52027958
2007-01-05,2007-01-08,193.35,192.3500031,193.520652,-0.999996948,"tf.Tensor(-1.0, shape=(), dtype=float32)",1.202081528
2007-01-08,2007-01-09,193.3,192.85,194.1808187,-0.45,"tf.Tensor(1.0, shape=(), dtype=float32)",0.353553391
2007-01-09,2007-01-10,192.45,189.9499908,192.8978329,-2.500009155,"tf.Tensor(1.0, shape=(), dtype=float32)",2.050609665
2007-01-10,2007-01-11,190.4,191.5000031,191.1367853,1.100003052,"tf.Tensor(1.0, shape=(), dtype=float32)",1.096015511
2007-01-11,2007-01-12,193.2,194.5,192.6394356,-1.3,"tf.Tensor(1.0, shape=(), dtype=float32)",2.121320344
2007-01-12,2007-01-15,195.2,195,195.9289131,-0.2,"tf.Tensor(1.0, shape=(), dtype=float32)",0.353553391
2007-01-15,2007-01-16,195.5,195.3500061,195.1512749,0.149993896,"tf.Tensor(1.0, shape=(), dtype=float32)",0.247487373
2007-01-16,2007-01-17,194.75,193.6499878,195.8440601,-1.100012207,"tf.Tensor(1.0, shape=(), dtype=float32)",1.202081528
2007-01-17,2007-01-18,193.05,194.7000031,194.7183845,1.650003052,"tf.Tensor(1.0, shape=(), dtype=float32)",0.74246212
